address,name,area,confidence,first_call_site,call_count,pseudocode_lines,warning_count,pseudocode_sha256,evidence
0x001721ec,snes_p16_001721ec,cpu-audio-runtime,medium-high,0x0017183c,11,124,0,6353ec0c21392710103a00261b3e5fcc504367f2d475e56930ae030220d8f0fe,complete R5900 structural decompile
0x001725ac,snes_p16_001725ac,cpu-audio-runtime,medium-high,0x001717d0,7,46,0,9427019e34553ec33c1e2e8fed45f91985f33ffdb383d2aee68761a62055757c,complete R5900 structural decompile
0x001726ec,snes_p16_001726ec,cpu-audio-runtime,medium-high,0x0010b0f0,1,38,0,88883d5ec01aa32a76d4fd1128adf0caaf3ebeb61b289422b95e6a89886c1e68,complete R5900 structural decompile
0x00174350,snes_p16_00174350,cpu-audio-runtime,medium-high,0x00170b64,3,52,0,8d751780f50225eea6b4ca194feddd795730ce9be5b8c8787520f470cc569b81,complete R5900 structural decompile
0x00174564,snes_p16_00174564,cpu-audio-runtime,medium-high,0x0010b548,1,37,0,7d30e1f2d86f79def1df1ba574c822f6bcdb9a0c0c43a9557204f3edc933c051,complete R5900 structural decompile
0x00174728,snes_p16_00174728,cpu-audio-runtime,medium-high,0x0010aeb8,5,33,0,04d31b4099244399440ca934b8bdea30919a0f6fea87772bebd8f56bad96bf26,complete R5900 structural decompile
0x00174898,snes_p16_00174898,cpu-audio-runtime,medium-high,0x0017501c,1,119,0,fe9f211a4d7981c8ea6fb8c21b9088e328e7dce2f374d237dddf17dbc1aeebd5,complete R5900 structural decompile
0x00174b94,snes_p16_00174b94,cpu-audio-runtime,medium-high,0x00175040,1,144,0,feb7b90fb974fc931cbf03fb76a4bdcd04140ddf5706b9d9af720de4dba83636,complete R5900 structural decompile
0x00175cb4,snes_p16_00175cb4,cpu-audio-runtime,medium-high,0x00177a5c,1,408,0,072b0ad04e4305f44f963a4ea8cb402c5fdef686c9189047a547e1927d8ffe0e,complete R5900 structural decompile
0x00176594,snes_p16_00176594,cpu-audio-runtime,medium-high,0x00176580,1,659,0,5ab8f22403b5315e75a5bbba9f5679fa5fdb4cc570681e7f4edbcca849a7cf8d,complete R5900 structural decompile
0x00177a84,snes_p16_00177a84,cpu-audio-runtime,medium-high,0x0010ac98,3,81,0,1c59edbad70d2552790d63703edf196d08c5a0ecf2cb9a27210b6a59c70f10e9,complete R5900 structural decompile
0x00177cec,snes_p16_00177cec,cpu-audio-runtime,medium-high,0x001055ac,1,29,0,3219257aa2b035c0628e99a05dd7f5948539be58286ea5382209fa5cceb1d9ce,complete R5900 structural decompile
0x00177db0,snes_p16_00177db0,cpu-audio-runtime,medium-high,0x0010b3ec,4,44,0,165e1dd1b16ed6180dd00c3cbfa7baadfc30bff978cec7f3589ef2018f49a809,complete R5900 structural decompile
0x00177e6c,snes_p16_00177e6c,cpu-audio-runtime,medium-high,0x0010b084,2,126,0,3fa03d9e3b9df9df45ad6815035ed7d2544c23347b63f0b3570bf38457f2550d,complete R5900 structural decompile
0x00180b80,snes_p16_00180b80,cpu-audio-runtime,medium-high,0x00182d94,1,147,0,19124a3159f93d43009b7c9a01856d76e4a1cc3dcc61236ac6b71b3feeb48ba0,complete R5900 structural decompile
0x00182984,snes_p16_00182984,cpu-audio-runtime,medium-high,0x00182bb0,3,57,0,0ae5c2e361f3fdca9db36a5a853b81ab886b20afccc907d7137193ceb52af0c5,complete R5900 structural decompile
0x00183aa4,snes_p16_00183aa4,cpu-audio-runtime,medium-high,0x0015a5e0,1,51,0,70f07e5b493aefd6a3cda17b8302c18af2f657db2463e00a9178a5eeb9d749ba,complete R5900 structural decompile
0x0018ea58,snes_p16_0018ea58,legacy-zip-zlib,medium-high,0x001902e8,1,125,0,ab9d9b5aaea0ab3c5e4fb6eea1044d0008179a5458dcb17cbdaf890a90e3f144,complete R5900 structural decompile
0x00195b3c,snes_p16_00195b3c,legacy-zip-zlib,medium-high,0x00195480,1,195,0,705478c5a2e3a9248b65c6bd072a6b706a57582e297c4dbd70c5b67d8991f858,complete R5900 structural decompile
0x001a36e0,snes_p16_001a36e0,gcc-runtime,medium-high,0x001a36c0,1,101,0,63162f56d362b8abeae27438eabd96e30edaef05d35361890367112ae79e6c9c,complete R5900 structural decompile
0x001a39b0,snes_p16_001a39b0,gcc-runtime,medium-high,0x001a398c,1,72,0,c90dfeb9616ba7c3f3e269f18b81ae9e9cac9f1f7151f6111e10163b13e4c3cd,complete R5900 structural decompile
0x001a4d78,snes_p16_001a4d78,gcc-runtime,medium-high,0x001a4f24,5,52,0,26a3483fd27f0e891495cfeb13ebd19a80fdfbce00f436d8a495bf5bd01626d5,complete R5900 structural decompile
0x001a5228,snes_p16_001a5228,gcc-runtime,medium,0x001a5624,3,28,1,e90204a6239c66d41a79ff9093bd3d42a24ea77f307b91eee104565e72e28f40,complete short R5900 decompile; known non-returning sink annotation reviewed
0x001a52d0,snes_p16_001a52d0,gcc-runtime,medium-high,0x001a57cc,3,102,0,014dbc68ea72a43ca2f756058d0eebf345903a9e5c501ea48966ea4e80603b3a,complete R5900 structural decompile
0x001a54c8,snes_p16_001a54c8,gcc-runtime,medium,0x001a57ac,2,34,1,0a7ddd0ca277ee1d5348836f52a1ab65103ff03a2cb1eebfc25a0b8cd2b6094e,complete short R5900 decompile; known non-returning sink annotation reviewed
0x001a57e8,snes_p16_001a57e8,gcc-runtime,medium-high,0x001a5a18,2,43,0,0be015b7b3c78d5a778d4607d3c4e25d0c547a2c6491e27c5bc17c31a12c812a,complete R5900 structural decompile
0x001a64e8,snes_p16_001a64e8,gcc-runtime,medium-high,0x001a7264,2,91,0,1df8ab6a4d45fb5f46b54e55c79450b604b5a5a6116af578cae353d4965529fe,complete R5900 structural decompile
0x001a6770,snes_p16_001a6770,gcc-runtime,medium-high,0x001a7400,2,75,0,ceadd45a65d25ade0de5d6ca21bf17c927d867a85d7c961ec9a5493999f62b29,complete R5900 structural decompile
0x001a68f0,snes_p16_001a68f0,gcc-runtime,medium-high,0x001a73bc,2,66,0,e25e2090b3afa59a98564e90bc8739dd6400ff1d34cc81355315103de3aa6ccd,complete R5900 structural decompile
0x001a6a70,snes_p16_001a6a70,gcc-runtime,medium-high,0x001a6ed0,2,63,0,46f5ade20941c5812d5af27bae8b46838c1f2fa5592e0fae4e4cf7bbe91f4846,complete R5900 structural decompile
0x001a6c18,snes_p16_001a6c18,gcc-runtime,medium-high,0x001a6fa0,2,128,0,48701dde6075352c110e43a89ed6dea268e1cc7f3cae433c5bcb66ca2c8f43d2,complete R5900 structural decompile
0x001a7438,snes_p16_001a7438,gcc-runtime,medium-high,0x001a7240,1,63,0,19bcaf53e2a38a440a03a83928ce481f0b37c28ae4417d996062ef7f6daa6e87,complete R5900 structural decompile
0x001a7638,snes_p16_001a7638,gcc-runtime,medium-high,0x001a459c,1,22,0,b0aa7ac317b94f3e5c8b36ab74ab0fb2e1a4a97069255349c6041bb11f6d1295,complete R5900 structural decompile
0x001a7788,snes_p16_001a7788,gcc-runtime,medium-high,0x001a76f0,1,321,0,a0a27809b1d4ac8d08b95e9a8132c9df0457044f98fef7707d3486c2061dcfbd,complete R5900 structural decompile
