symbol	target_address	status	writer_function	writer_address	writer_extent_hex	matching_evidence	pointer_symbol	pointer_address	initial_pointer_value	target_hi_pc	target_hi_word	target_lo_pc	target_lo_word	pointer_base_pc	pointer_base_word	store_pc	store_word	control_pc	control_word	store_control_pc	store_control_word	writer_sha256	instruction_window_sha256	evidence_token	claim
LAB_0012f8a8	0x0012f8a8	RUNTIME_CODE_POINTER_REFACTOR	CMemory_ApplyROMFixes	0x00156c60	0x1870	analysis/matching/hunt1041-v52-validated-17.tsv	PTR_FUN_00341658	0x00341658	0x0012e750	0x00156e44	0x3c020013	0x00156e4c	0x2442f8a8	0x00156e48	0x3c030034	0x00156e50	0xac621658					ccd5f51a7be5548bf5a7ca28ee0ae35b4c11c0417b936de3ef1182953da43471	bcea378a82d465102f76551cd52f2fbbd30ecb3e776ef660102998de476e3636	PTR_FUN_00341658 = &LAB_0012f8a8;	runtime code-pointer identity proved by exact matched writer instructions; no data storage or replacement-ELF claim
LAB_0012fb78	0x0012fb78	RUNTIME_CODE_POINTER_REFACTOR	CMemory_ApplyROMFixes	0x00156c60	0x1870	analysis/matching/hunt1041-v52-validated-17.tsv	PTR_FUN_0034165c	0x0034165c	0x0012f744	0x00156e58	0x3c020013	0x00156e5c	0x2442fb78	0x00156e54	0x3c030034	0x00156e60	0xac62165c					ccd5f51a7be5548bf5a7ca28ee0ae35b4c11c0417b936de3ef1182953da43471	5408e25708240cbf257d86a8e53eaab602aac62f3dbf4cc9aa4483d54c5884e0	PTR_FUN_0034165c = &LAB_0012fb78;	runtime code-pointer identity proved by exact matched writer instructions; no data storage or replacement-ELF claim
LAB_00170138	0x00170138	RUNTIME_CODE_POINTER_REFACTOR	CMemory_InitROM	0x001522d8	0x107c	analysis/matching/hunt1041-v52-validated-17.tsv	PTR_FUN_003fa62c	0x003fa62c	0x0016fc90	0x00152f14	0x3c020017	0x00152f1c	0x24420138	0x00152ef8	0x3c030040	0x00152f00	0xac62a62c	0x00152f18	0x1000fff7	0x00152efc	0x1000fdc3	5c6072d8d1892b2346877a2820d67d29a2040a333951ad704b9301380cb47a8c	d033aca7e90a6891b5a603cc65a34355c2b261535e2a273d500ec9fe1ec71b02	PTR_FUN_003fa62c = &LAB_00170138;	runtime code-pointer identity proved by exact matched writer instructions; no data storage or replacement-ELF claim
LAB_00170194	0x00170194	RUNTIME_CODE_POINTER_REFACTOR	CMemory_InitROM	0x001522d8	0x107c	analysis/matching/hunt1041-v52-validated-17.tsv	PTR_FUN_003fa628	0x003fa628	0x0016fe00	0x00152f04	0x3c020017	0x00152f08	0x24420194	0x00152ef8	0x3c030040	0x00152f10	0xac62a628					5c6072d8d1892b2346877a2820d67d29a2040a333951ad704b9301380cb47a8c	e751010a17fb947920da97cc2ac9de9f0c4f76665d39e27ee342809bf615f4a7	PTR_FUN_003fa628 = &LAB_00170194;	runtime code-pointer identity proved by exact matched writer instructions; no data storage or replacement-ELF claim
