symbol	target_address	status	extent_hex	region	sha256	function_address	function_extent_hex	access_address	access_opcode	base_register	trace_addresses	instruction_window_sha256	callee_address	callee_sha256	matching_evidence	matching_evidence_sha256	requesters	proof_kind	function_sha256	analysis_sha256	claim
DAT_00342bf4	0x00342bf4	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x0012fef0	0x244	0x0013003c	sw	14	0x0012ff0c;0x0012ff14	8d2a527156418943c8ffe42f761a005584ddc217381cf1a68ddca68860ebd686			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	cfg-must-constant	8d2a527156418943c8ffe42f761a005584ddc217381cf1a68ddca68860ebd686	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00342bf8	0x00342bf8	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x00130134	0x46c	0x00130148	lw	4	0x00130134;0x00130138	47a2c04576201c9852e67b36d9017339879b3d6a7f28d320d23a1b913fd787a5			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	block-local-constant	2a048111b31dc189da6f3a739ef64c0fe30029ee9c6f02673fc2ffa30695d8f9	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00342bfc	0x00342bfc	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x0012fef0	0x244	0x00130078	sw	14	0x0012ff0c;0x0012ff14	8d2a527156418943c8ffe42f761a005584ddc217381cf1a68ddca68860ebd686			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	cfg-must-constant	8d2a527156418943c8ffe42f761a005584ddc217381cf1a68ddca68860ebd686	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00342c00	0x00342c00	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x0012fef0	0x244	0x001300f0	sw	5	0x0013007c;0x00130080	8d2a527156418943c8ffe42f761a005584ddc217381cf1a68ddca68860ebd686			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	cfg-must-constant	8d2a527156418943c8ffe42f761a005584ddc217381cf1a68ddca68860ebd686	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00342c04	0x00342c04	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x0012fef0	0x244	0x001300ec	sw	5	0x0013007c;0x00130080	8d2a527156418943c8ffe42f761a005584ddc217381cf1a68ddca68860ebd686			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	cfg-must-constant	8d2a527156418943c8ffe42f761a005584ddc217381cf1a68ddca68860ebd686	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00342c08	0x00342c08	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x0012fef0	0x244	0x0012fff4	sw	14	0x0012ff0c;0x0012ff14	8d2a527156418943c8ffe42f761a005584ddc217381cf1a68ddca68860ebd686			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	cfg-must-constant	8d2a527156418943c8ffe42f761a005584ddc217381cf1a68ddca68860ebd686	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00342c0c	0x00342c0c	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x0012fef0	0x244	0x0012fff8	sw	14	0x0012ff0c;0x0012ff14	8d2a527156418943c8ffe42f761a005584ddc217381cf1a68ddca68860ebd686			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	cfg-must-constant	8d2a527156418943c8ffe42f761a005584ddc217381cf1a68ddca68860ebd686	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00342c10	0x00342c10	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x0012fef0	0x244	0x0012fffc	sw	14	0x0012ff0c;0x0012ff14	8d2a527156418943c8ffe42f761a005584ddc217381cf1a68ddca68860ebd686			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	cfg-must-constant	8d2a527156418943c8ffe42f761a005584ddc217381cf1a68ddca68860ebd686	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00342c14	0x00342c14	NO_DIRECT_ACCESS_WITNESS															ps2/progress28_structural_lift_recovered.o				indexed/pointer/array/object bounds require separate proof
DAT_00342c24	0x00342c24	NO_DIRECT_ACCESS_WITNESS															ps2/progress28_structural_lift_recovered.o				indexed/pointer/array/object bounds require separate proof
DAT_0034323c	0x0034323c	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x0012fef0	0x244	0x001300d0	lw	2	0x001300cc	8279bde9e3333a388594f992b9ddf6fc22110555406bfc78524e7e756c87088f			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	block-local-constant	8d2a527156418943c8ffe42f761a005584ddc217381cf1a68ddca68860ebd686	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00343240	0x00343240	NO_DIRECT_ACCESS_WITNESS															ps2/progress28_structural_lift_recovered.o				indexed/pointer/array/object bounds require separate proof
DAT_00343250	0x00343250	NO_DIRECT_ACCESS_WITNESS															ps2/progress28_structural_lift_recovered.o				indexed/pointer/array/object bounds require separate proof
DAT_00344e08	0x00344e08	DIRECT_ACCESS_PROVED	0x4	initialized	dc765660b06ee03dd16fd7ca5b957e8c805161ac2c4af28c5a100ab2ab432ca1	0x0014e828	0x1a4	0x0014e840	lw	2	0x0014e838	98a6a7f8c74130f022dd45702f56a7ac7c0778a922512f6ff8c573ebfae628e0			analysis/matching/hunt1000plus-v47-validated-79.tsv	fce375f4f3738af37cd57537ff374d0a7dbe0ca85559ecca8691858bce0bc623	ps2/progress28_structural_lift_recovered.o	block-local-constant	4deee9ab39ce633a3d428d85ef4593f2b7aee7d32c5afd37c4e699537e9b275f	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00344e0c	0x00344e0c	DIRECT_ACCESS_PROVED	0x4	initialized	9f076b7eb7fdc0311cd3208cdbbebbf8014dd3a05e35191c96947b358a362b40	0x0014e828	0x1a4	0x0014e830	lw	2	0x0014e828	ea474001cb3849869a68639bb660990946ab00e7c7f9a88ae5ca24d50faabb59			analysis/matching/hunt1000plus-v47-validated-79.tsv	fce375f4f3738af37cd57537ff374d0a7dbe0ca85559ecca8691858bce0bc623	ps2/progress28_structural_lift_recovered.o	block-local-constant	4deee9ab39ce633a3d428d85ef4593f2b7aee7d32c5afd37c4e699537e9b275f	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345303	0x00345303	DIRECT_ACCESS_PROVED	0x1	initialized	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d	0x001161a8	0x598	0x00116690	sb	3	0x00116688	9a5d9d1f959a8535ecd65926ec76b773583c79e374c390de3b0c9a2a174d2bbf			analysis/matching/hunt1000plus-v46-validated-42.tsv	c13a582a9b6bc100256670dbc0d2b2bda6f10293f4359e3b2fd912dcf8c2f5db	ps2/progress28_structural_lift_recovered.o	block-local-constant	2ec6ebb4a8a8934817467f937fb7c8ac4215349a0e006c0ecb949c52c3bd90f7	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345305	0x00345305	DIRECT_ACCESS_PROVED	0x1	initialized	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d	0x0015a5f0	0x77c	0x0015a65c	sb	2	0x0015a658	3e91d798f764ac0b0c97e073bbec0957df37cee23cb8864755de1ef293c01fca			analysis/matching/hunt1041-v52-validated-17.tsv	05383075b5e8de362905b18184a8b4b88c4b9e1310568ac1791fff170c6129d9	ps2/progress28_structural_lift_recovered.o	block-local-constant	665f0c485c5b840a0c6bf2adbb7270537921f4976b6dcc0c346fc65efe349850	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_0034531c	0x0034531c	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x00115db0	0x378	0x00115ecc	lw	2	0x00115ec8	6affb8be1438fbea27f125e445efc730722f6d93fc10cebd5f507b6be80ccb7f			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	block-local-constant	a61d5b00a4933937d6bafda4bd925035b2ba7c21dc78f04222eaa4cd3e933633	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345320	0x00345320	DIRECT_ACCESS_PROVED	0x1	initialized	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d	0x00115db0	0x378	0x00115f68	lbu	9	0x00115ebc;0x00115f50	a61d5b00a4933937d6bafda4bd925035b2ba7c21dc78f04222eaa4cd3e933633			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	cfg-must-constant	a61d5b00a4933937d6bafda4bd925035b2ba7c21dc78f04222eaa4cd3e933633	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345321	0x00345321	DIRECT_ACCESS_PROVED	0x1	initialized	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d	0x0011c050	0x3c	0x0011c080	sb	2	0x0011c064;0x0011c06c	84038fb5bb94d3acafb1e3838cf070ba82f11e87cc8396e73d22272b0e26857e			analysis/matching/hunt1041-v49-validated-20.tsv	d4fa3387ca1f39cdaf967b664e19682d448b402749ad07ae854873a782cfc045	ps2/progress28_structural_lift_recovered.o	block-local-constant	df72fc71cbbf1e35e3fb80c9697ab418e718f91e3b9475407dbd3d5b9b1bb4d0	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345322	0x00345322	DIRECT_ACCESS_PROVED	0x1	initialized	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d	0x0011c050	0x3c	0x0011c07c	sb	2	0x0011c064;0x0011c06c	e21e98ba750be1fe2fe772ca7b49309cf857e3b5035f0edf5a3a37c949bbebd5			analysis/matching/hunt1041-v49-validated-20.tsv	d4fa3387ca1f39cdaf967b664e19682d448b402749ad07ae854873a782cfc045	ps2/progress28_structural_lift_recovered.o	block-local-constant	df72fc71cbbf1e35e3fb80c9697ab418e718f91e3b9475407dbd3d5b9b1bb4d0	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345323	0x00345323	DIRECT_ACCESS_PROVED	0x1	initialized	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d	0x00129250	0x1d0	0x00129374	sb	2	0x00129370	076b217775bdf637a4ac82b5b166ac5ced2f619873d5dd120733fedf32636b10			analysis/matching/hunt1000plus-v34-validated-16.tsv	3e824f63d90666b021b356df579c5d3404e23acffa3e959ea863354f4219d1f3	ps2/progress28_structural_lift_recovered.o	block-local-constant	6289b22588d7a4aa0914ba8cb3c66bb7ee22192188297d54bfe1e1a5cad4d48b	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345324	0x00345324	DIRECT_ACCESS_PROVED	0x1	initialized	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d	0x00177e6c	0x6db8	0x0017ac3c	lbu	2	0x0017ac38	f368e8842e8cece8afe8d390dfd8b90cfb020148d45876b54fd079bc8f9efa35			analysis/matching/hunt1041-v81-validated-final20.tsv	31c5aad06832fadab8d0bd703531718a87ea186d279c241a41789ae0c2608e1a	ps2/progress28_structural_lift_recovered.o	block-local-constant	bba365ad79c5d0c571e2100ed75f01bfbc79befa7cc2efb8b75700995a7b288c	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345328	0x00345328	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x00170398	0xdc8	0x00170b8c	sw	16	0x00170b70;0x00170b78	7d9bf7d76b7f5d819330a44f6912d6646b61c3552b24db1d8038f90db314181f			analysis/matching/hunt1041-v52-validated-17.tsv	05383075b5e8de362905b18184a8b4b88c4b9e1310568ac1791fff170c6129d9	ps2/progress28_structural_lift_recovered.o	block-local-constant	1651f32c67163ff806b94944a93622c9a4e5ecbe3826da4b876f3764d5263ee8	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_0034532c	0x0034532c	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x00170398	0xdc8	0x00170b90	sw	16	0x00170b70;0x00170b78	044f5ac629b371c8077b06a83b8d848c4e0b481671b13185a4b787a4c11d8d48			analysis/matching/hunt1041-v52-validated-17.tsv	05383075b5e8de362905b18184a8b4b88c4b9e1310568ac1791fff170c6129d9	ps2/progress28_structural_lift_recovered.o	block-local-constant	1651f32c67163ff806b94944a93622c9a4e5ecbe3826da4b876f3764d5263ee8	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345330	0x00345330	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x001161a8	0x598	0x001163ec	lw	4	0x001163dc;0x001163e4	8920e1c704821b509b204c0bcb2ce3cef3f0cc5275d3f6f491d11a89a685cc39			analysis/matching/hunt1000plus-v46-validated-42.tsv	c13a582a9b6bc100256670dbc0d2b2bda6f10293f4359e3b2fd912dcf8c2f5db	ps2/progress28_structural_lift_recovered.o	block-local-constant	2ec6ebb4a8a8934817467f937fb7c8ac4215349a0e006c0ecb949c52c3bd90f7	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345334	0x00345334	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x001161a8	0x598	0x001163a0	lw	4	0x00116394;0x0011639c	bdd42bbefbeeaaccf85efc00c2cb4f82992b6dddd9dbd7f9a934811da3f2a354			analysis/matching/hunt1000plus-v46-validated-42.tsv	c13a582a9b6bc100256670dbc0d2b2bda6f10293f4359e3b2fd912dcf8c2f5db	ps2/progress28_structural_lift_recovered.o	block-local-constant	2ec6ebb4a8a8934817467f937fb7c8ac4215349a0e006c0ecb949c52c3bd90f7	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345340	0x00345340	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x00104f18	0x798	0x00105368	lw	18	0x00105358	547f8c080faf9b99802680b1eadc57e65679661cc0f94d2d117f2471bb60871f			analysis/matching/hunt1041-v81-validated-final20.tsv	31c5aad06832fadab8d0bd703531718a87ea186d279c241a41789ae0c2608e1a	ps2/progress28_structural_lift_recovered.o	block-local-constant	b8f2bdcb05d3b4d3e386f2a1e61d8146cffaa3e1b66bc8b9acce81d11e86ed4c	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345344	0x00345344	DIRECT_ACCESS_PROVED	0x1	initialized	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d	0x0015a5f0	0x77c	0x0015abb4	sb	2	0x0015abb0	502959ecff48f91ff02a4ddfa6f0657fe439507edd3257df2856b1b8218791c1			analysis/matching/hunt1041-v52-validated-17.tsv	05383075b5e8de362905b18184a8b4b88c4b9e1310568ac1791fff170c6129d9	ps2/progress28_structural_lift_recovered.o	block-local-constant	665f0c485c5b840a0c6bf2adbb7270537921f4976b6dcc0c346fc65efe349850	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345345	0x00345345	DIRECT_ACCESS_PROVED	0x1	initialized	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d	0x00115a18	0x140	0x00115a9c	sb	3	0x00115a4c;0x00115a68	bacdb897f8013328174cbfa82e6b3b53bc4701d8f79e5b7c12d095f11befad1f			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	block-local-constant	987cd262d474b0e14be976525c53cc5b75a1a6711c76e3a4abc04e58622b863a	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345346	0x00345346	DIRECT_ACCESS_PROVED	0x1	initialized	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d	0x0015e298	0x174	0x0015e2dc	lbu	2	0x0015e2d8	2fc7fbacc19e5384ed10fed863fe623a0beb2e10dec67f17f7b9e71aed7d8ceb			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	block-local-constant	53f9db553317e993d99111c52713739254eeac883122a58215936a46b6421617	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345347	0x00345347	DIRECT_ACCESS_PROVED	0x1	initialized	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d	0x00115a18	0x140	0x00115aa4	sb	3	0x00115a4c;0x00115a68	74c372b4896076373e43a44472c9030c745b91853207d40b4edeb90acdc90caa			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	block-local-constant	987cd262d474b0e14be976525c53cc5b75a1a6711c76e3a4abc04e58622b863a	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345348	0x00345348	DIRECT_ACCESS_PROVED	0x1	initialized	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d	0x00129af4	0x90c	0x00129e74	sb	2	0x00129e68	0800a0bcdaa5a86fd3332abde1182c9267d9f963c1f35fcb04658a2c07a8c2aa			analysis/matching/hunt1041-v72-validated-v53-6.tsv	b47aedc105d156ff00ff74bf90753e416b3ec6a9de47b5bd3991a8cbe727c01c	ps2/progress28_structural_lift_recovered.o	block-local-constant	a9ae7335a957dc56292cd234e7c49a9cc432b6f6e4c4f300225f30b4476b27a9	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345349	0x00345349	DIRECT_ACCESS_PROVED	0x1	initialized	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d	0x00170398	0xdc8	0x00170bd4	lbu	2	0x00170bd0	41ae0efd7e15466571eaba5ca359d79d0461df853432e83fcef1975f9f8e7df9			analysis/matching/hunt1041-v52-validated-17.tsv	05383075b5e8de362905b18184a8b4b88c4b9e1310568ac1791fff170c6129d9	ps2/progress28_structural_lift_recovered.o	block-local-constant	1651f32c67163ff806b94944a93622c9a4e5ecbe3826da4b876f3764d5263ee8	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_0034534c	0x0034534c	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x00115a18	0x140	0x00115ab0	sw	3	0x00115a4c;0x00115a68	a66c099bbf8574fb2bb2cfb1a8cb135f18188f7dd08f5e6e458e2fdb0fe6c9b9			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	block-local-constant	987cd262d474b0e14be976525c53cc5b75a1a6711c76e3a4abc04e58622b863a	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345350	0x00345350	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x00115a18	0x140	0x00115ab4	sw	3	0x00115a4c;0x00115a68	453c174c5cf39740de711d955436bff7d006e72e147d38ce39dc007ff7ec4d30			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	block-local-constant	987cd262d474b0e14be976525c53cc5b75a1a6711c76e3a4abc04e58622b863a	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345354	0x00345354	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x00115a18	0x140	0x00115ab8	sw	3	0x00115a4c;0x00115a68	357466019346aaae347e1cebe8028596e14357663faf37856fe088157b768652			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	block-local-constant	987cd262d474b0e14be976525c53cc5b75a1a6711c76e3a4abc04e58622b863a	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345358	0x00345358	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x00115a18	0x140	0x00115abc	sw	3	0x00115a4c;0x00115a68	ce03d0bf0cdff1e2ee1e40a2921717090defede5a41ebe438b00fe16f40ff7f2			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	block-local-constant	987cd262d474b0e14be976525c53cc5b75a1a6711c76e3a4abc04e58622b863a	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_0034535c	0x0034535c	DIRECT_ACCESS_PROVED	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	0x00115a18	0x140	0x00115ac0	sw	3	0x00115a4c;0x00115a68	80a7bf6c52b3d88867b49f4a39a4e099b9508d72f4d239c7c6dd9786e8c5ec01			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	block-local-constant	987cd262d474b0e14be976525c53cc5b75a1a6711c76e3a4abc04e58622b863a	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345360	0x00345360	DIRECT_ACCESS_PROVED	0x8	initialized	af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc	0x00115db0	0x378	0x00115dd8	ld	2	0x00115dd4	ffecaea9474a5da67ca4fe21bd4371d8910e593d955fb908f9c48bb47bce1ee8			analysis/matching/hunt500plus-v33-validated-204.tsv	198b46bab535289a94dc3974ab342f12191763e99b5f096294b68629f210f5a7	ps2/progress28_structural_lift_recovered.o	block-local-constant	a61d5b00a4933937d6bafda4bd925035b2ba7c21dc78f04222eaa4cd3e933633	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
DAT_00345368	0x00345368	DIRECT_ACCESS_PROVED	0x8	initialized	af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc	0x001ac604	0x130	0x001ac6e4	ld	3	0x001ac6dc	8aa93bbc6afac24771533c34a6ab609ad9c9a53b8266bd844d959f36bdf4a6d0			analysis/matching/hunt500plus-v11-validated-4.tsv	24d44878b0fe0f5eaae2bc0f7dda2dafd1f507e8ac2ccdc5abfcc79b4e8faf10	ps2/progress28_structural_lift_recovered.o	block-local-constant	7851cc7cf24009a433520f838fa4b29ce4f9e39742bda59965a0a4e5df13696b	16753135a76a1b681eab49fafb84328a2664bb7a5fbea8737269b9f7c366ee03	minimum directly accessed span; complete object/array extent and final layout unproved
