symbol	category	status	target_address	extent_hex	region	sha256	canonical_symbol	evidence	requesters	detail
CDVD_Init	named-external	TEXT_ALIAS_PROVED	0x0019be70		text		CDVD_Init_0019be70	exact-progress-name+unique-recovered-global-text	app/main_bootstrap.o	progress=CDVD_Init
EI	named-external	SOURCE_REFACTOR_CLOSED			source-refactor-closed			reviewed-target-absent-source-contract	ps2/progress28_structural_lift_recovered.o	source-local instruction/stack contract; evidence=src/ps2/progress28_structural_lift_recovered.c##define EI()
PTR_DAT_001bb31c	named-external	TARGET_RANGE_PROVED	0x001bb31c	0x8	initialized	a8b798898feea8e593b28d96208f2198d8907abd41643044baa2d77ec0fed6e5		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
PTR_DAT_003f4918	named-external	TARGET_RANGE_PROVED	0x003f4918	0x40	initialized	9773bd3fa40f95bb6d219a898054d092b498cec392a324d9bc2fda6804ef6f8e		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
PTR_DAT_003f4958	named-external	TARGET_RANGE_PROVED	0x003f4958	0xc	initialized	467cbc52f57e6efc85a401e2c13f66cdaf026e62e984aaac039db9f3aa8125e7		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
PTR_DAT_003f4bf8	named-external	TARGET_RANGE_PROVED	0x003f4bf8	0x8	initialized	75707c9c46de6955a7af35e37cb46c7a8ae03927d1755b6a41f693589229ff96		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
PTR_FUN_003367f8	named-external	TARGET_RANGE_PROVED	0x003367f8	0x4	initialized	21ab2d059bf18ba22fad68985c2cc50bf8bf61a0f3948b0cb00638e599990ec5		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
PTR_FUN_00341658	named-external	TARGET_RANGE_PROVED	0x00341658	0x4	initialized	4f9125c28965ec0142af0d8298242588a9cbafe235c20d3ec03d32780c64366e		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
PTR_FUN_0034165c	named-external	TARGET_RANGE_PROVED	0x0034165c	0x4	initialized	56c99cbb5f3bc2a572dc21b68f8f549a2df1f16dc749519690132e7c5a923352		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
PTR_FUN_003fa628	named-external	TARGET_RANGE_PROVED	0x003fa628	0x4	initialized	67a754c8d7cc7127dac6a205a8eaac30ee3c0d5fec961cdc08e045461c060abc		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
PTR_FUN_003fa62c	named-external	TARGET_RANGE_PROVED	0x003fa62c	0x4	initialized	3c1d06b086a636f7b090ec3df5e287669ae25214cdefc9cb2b694a8af642bfde		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
PTR_FUN_004134f0	named-external	TARGET_RANGE_PROVED	0x004134f0	0x4	initialized	2b5a4373eee79e72a748da2f2695ee1be1edae1a5cab3a054d6fee058cd78e8d		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
PTR_FUN_00426d80	named-external	TARGET_RANGE_PROVED	0x00426d80	0x4	initialized	7a4368ac080262bfbadeb4c4081811f5bb1ddbdc228717b4e373e47843b9969d		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
PTR_LAB_0033594e	named-external	TARGET_RANGE_PROVED	0x0033594e	0x2	initialized	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
PTR_LAB_00343b30	named-external	TARGET_RANGE_PROVED	0x00343b30	0x10	initialized	495daaef14b193b8ea3b0e88ee89f805cf3d871599cad325d73b83fc6a236e95		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
PTR_LAB_00343b44	named-external	TARGET_RANGE_PROVED	0x00343b44	0x10	initialized	c4a14a9ec4d0e43fd206305754357264edb5bd7d0d2f51a9888393d6ef66873d		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
PTR_LAB_00411010	named-external	TARGET_RANGE_PROVED	0x00411010	0x400	initialized	cec16558f01d9c38aac963cd0e3c0d1cf4138cfb9208b2b18df3e54bb9e57415		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
PTR_s_________________00344d30	named-external	TARGET_RANGE_PROVED	0x00344d30	0xd8	initialized	748687681cb81c40ebb794dff0057224bec244d6c9e402157564a4311550ab6d		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
REG_GS_CSR	named-external	EXTERNAL_ADDRESS_PROVED	0x12001000		mmio			reviewed-external-address	ps2/progress28_structural_lift_recovered.o	architectural address outside the unpacked image; no payload storage emitted
S9xSync_AudioActive	named-external	TARGET_RANGE_PROVED	0x001ebd40	0x1	initialized	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d		reviewed-target-storage+private-range	ps2/path_helpers_recovered.o	compatibility store replaced by an exact target-byte range provider
S9xSync_AudioArg0	named-external	TARGET_RANGE_PROVED	0x001ebae4	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		reviewed-target-storage+private-range	ps2/path_helpers_recovered.o	compatibility store replaced by an exact target-byte range provider
S9xSync_AudioArg1	named-external	TARGET_RANGE_PROVED	0x001ebae0	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		reviewed-target-storage+private-range	ps2/path_helpers_recovered.o	compatibility store replaced by an exact target-byte range provider
S9xSync_AudioStep	named-external	TEXT_ALIAS_PROVED	0x00176578		text		snes_dispatch_00176578	reviewed-existing-global-text	ps2/path_helpers_recovered.o	source-model contract bound to an already recovered target entry
S9xSync_AutoFrameLatch	named-external	TARGET_RANGE_PROVED	0x001baf18	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		reviewed-target-storage+private-range	ps2/path_helpers_recovered.o	compatibility store replaced by an exact target-byte range provider
S9xSync_PeriodCounter	named-external	TARGET_RANGE_PROVED	0x001bbd48	0x8	initialized	af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc		reviewed-target-storage+private-range	ps2/path_helpers_recovered.o	compatibility store replaced by an exact target-byte range provider
S9xSync_PeriodPrevious	named-external	TARGET_RANGE_PROVED	0x001bbd50	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		reviewed-target-storage+private-range	ps2/path_helpers_recovered.o	compatibility store replaced by an exact target-byte range provider
S9xSync_PeriodValue	named-external	TARGET_RANGE_PROVED	0x001bbd54	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		reviewed-target-storage+private-range	ps2/path_helpers_recovered.o	compatibility store replaced by an exact target-byte range provider
S9xSync_SetVolume	named-external	TEXT_ALIAS_PROVED	0x001078f8		text		SjPCM_Setvol_001078f8	reviewed-existing-global-text	ps2/path_helpers_recovered.o	source-model contract bound to an already recovered target entry
SQRT	named-external	SOURCE_REFACTOR_CLOSED			source-refactor-closed			reviewed-target-absent-source-contract	ps2/progress28_structural_lift_recovered.o	source-local instruction/stack contract; evidence=src/ps2/progress28_structural_lift_recovered.c##define SQRT(value)
SUB_00002214	named-external	SOURCE_REFACTOR_CLOSED			source-refactor-closed			reviewed-target-absent-source-contract	ps2/progress28_structural_lift_recovered.o	source-local instruction/stack contract; evidence=src/ps2/progress28_structural_lift_recovered.c#DAT_0034e2c4 + 0x2214
_auStack_10e4	named-external	SOURCE_REFACTOR_CLOSED			source-refactor-closed			reviewed-target-absent-source-contract	ps2/progress28_structural_lift_recovered.o	source-local instruction/stack contract; evidence=src/ps2/progress28_structural_lift_recovered.c#(uint)auStack_10e4[0]
bRam0042c800	named-external	TARGET_RANGE_PROVED	0x0042c800	0x1	zero-fill	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
bRam0042c801	named-external	TARGET_RANGE_PROVED	0x0042c801	0x1	zero-fill	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
bRam0042e888	named-external	TARGET_RANGE_PROVED	0x0042e888	0x1	zero-fill	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
cRam00426e2a	named-external	TARGET_RANGE_PROVED	0x00426e2a	0x1	zero-fill	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
cRam00447700	named-external	TARGET_RANGE_PROVED	0x00447700	0x1	zero-fill	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
cRam1fc7ff52	named-external	EXTERNAL_ADDRESS_PROVED	0x1fc7ff52		bios-rom			reviewed-external-address	ps2/progress28_structural_lift_recovered.o	architectural address outside the unpacked image; no payload storage emitted
cosf	named-external	TEXT_ALIAS_PROVED	0x0019fddc		text		cosf_0019fddc	exact-progress-name+unique-recovered-global-text	snes9x/progress13_core_helpers_recovered.o	progress=cosf
crc_table_001c8a80	named-external	TARGET_RANGE_PROVED	0x001c8a80	0x800	initialized	e5a00aa9991ac8a5ee3109844d84a55583bd20572ad3ffcd42792f3c36b183ad		target-address+reviewed-consumed-extent	zlib/crc32_recovered.o	exact private-reference range; final placement remains Stage 3G
deflateEnd_00191308	zlib-peer	TEXT_ALIAS_PROVED	0x00191308		text		deflateEnd_recovered	strip-address+unique-recovered-global-text	zlib/deflate_state_recovered.o;zlib/zlib_buffer_api_recovered.o	progress=deflateEnd
deflateInit2__001908ec	zlib-peer	TEXT_ALIAS_PROVED	0x001908ec		text		deflateInit2__recovered	strip-address+unique-recovered-global-text	zlib/zlib_buffer_api_recovered.o	progress=deflateInit2_
deflateReset_00190d10	zlib-peer	TEXT_ALIAS_PROVED	0x00190d10		text		deflateReset_recovered	strip-address+unique-recovered-global-text	zlib/deflate_state_recovered.o	progress=deflateReset
errno	named-external	DATA_ALIAS_PROVED	0x00425a70	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	ps2lib_errno_00425a70	compiler-checked-canonical-data-definition	ps2/newlib_mathfp_recovered.o	compatibility errno name canonicalized to the existing target-addressed data owner
fRam0042c804	named-external	TARGET_RANGE_PROVED	0x0042c804	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
fRam0042c808	named-external	TARGET_RANGE_PROVED	0x0042c808	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
fRam0042c80c	named-external	TARGET_RANGE_PROVED	0x0042c80c	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
fRam0042c810	named-external	TARGET_RANGE_PROVED	0x0042c810	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
fRam0042c814	named-external	TARGET_RANGE_PROVED	0x0042c814	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
fRam0042c818	named-external	TARGET_RANGE_PROVED	0x0042c818	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
fRam0042c81c	named-external	TARGET_RANGE_PROVED	0x0042c81c	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
fixed_td_00425870	named-external	TARGET_RANGE_PROVED	0x00425870	0x100	initialized	edcb76cee24923b3903277c048645f8c06981f31264479560b3933f8c5be1246		target-address+reviewed-consumed-extent	zlib/inftrees_recovered.o	exact private-reference range; final placement remains Stage 3G
fixed_tl_00424870	named-external	TARGET_RANGE_PROVED	0x00424870	0x1000	initialized	3b56f0b6804a134c01d439536f04362875e2e453670ed7d32d386b13babf33e1		target-address+reviewed-consumed-extent	zlib/inftrees_recovered.o	exact private-reference range; final placement remains Stage 3G
gzopen	zlib-peer	TEXT_ALIAS_PROVED	0x00193564		text		gzopen_00193564	exact-progress-name+unique-recovered-global-text	ps2/small_dispatch_recovered.o	progress=gzopen
iRam00426e2c	named-external	TARGET_RANGE_PROVED	0x00426e2c	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam00426e34	named-external	TARGET_RANGE_PROVED	0x00426e34	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam00426e38	named-external	TARGET_RANGE_PROVED	0x00426e38	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam00426e40	named-external	TARGET_RANGE_PROVED	0x00426e40	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam00426e80	named-external	TARGET_RANGE_PROVED	0x00426e80	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam00427000	named-external	TARGET_RANGE_PROVED	0x00427000	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam00427004	named-external	TARGET_RANGE_PROVED	0x00427004	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam00427008	named-external	TARGET_RANGE_PROVED	0x00427008	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam00427010	named-external	TARGET_RANGE_PROVED	0x00427010	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam0042c764	named-external	TARGET_RANGE_PROVED	0x0042c764	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam0042c7a4	named-external	TARGET_RANGE_PROVED	0x0042c7a4	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam0042c7e4	named-external	TARGET_RANGE_PROVED	0x0042c7e4	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam0042e87c	named-external	TARGET_RANGE_PROVED	0x0042e87c	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam0042e880	named-external	TARGET_RANGE_PROVED	0x0042e880	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam0042e884	named-external	TARGET_RANGE_PROVED	0x0042e884	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam0043ecc0	named-external	TARGET_RANGE_PROVED	0x0043ecc0	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam0043ecc4	named-external	TARGET_RANGE_PROVED	0x0043ecc4	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam0043ecc8	named-external	TARGET_RANGE_PROVED	0x0043ecc8	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iRam0043eccc	named-external	TARGET_RANGE_PROVED	0x0043eccc	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
iSifSendCmd	named-external	TEXT_ALIAS_PROVED	0x0019f2a0		text		iSifSendCmd_0019f2a0	exact-progress-name+unique-recovered-global-text	ps2/sifrpc_recovered.o	progress=iSifSendCmd
inflateEnd_00192784	zlib-peer	TEXT_ALIAS_PROVED	0x00192784		text		inflateEnd_recovered	strip-address+unique-recovered-global-text	unzip/unzip_api_recovered.o;zlib/zlib_buffer_api_recovered.o	progress=inflateEnd
inflateInit__00192948	zlib-peer	TEXT_ALIAS_PROVED	0x00192948		text		inflateInit__recovered	strip-address+unique-recovered-global-text	zlib/zlib_buffer_api_recovered.o	progress=inflateInit_
inflate_0019296c	zlib-peer	TEXT_ALIAS_PROVED	0x0019296c		text		inflate_recovered	strip-address+unique-recovered-global-text	zlib/zlib_buffer_api_recovered.o	progress=inflate
isdigit	named-external	TEXT_ALIAS_PROVED	0x0019ee80		text		isdigit_0019ee80	exact-progress-name+unique-recovered-global-text	ps2/progress21_small_helpers_recovered.o	progress=isdigit
isinf	named-external	SOURCE_REFACTOR_CLOSED			source-refactor-closed			reviewed-target-absent-source-contract	ps2/libgcc_runtime_recovered.o	source-local instruction/stack contract; evidence=src/ps2/libgcc_runtime_recovered.c##define isinf(value)
isnan	named-external	SOURCE_REFACTOR_CLOSED			source-refactor-closed			reviewed-target-absent-source-contract	ps2/libgcc_runtime_recovered.o	source-local instruction/stack contract; evidence=src/ps2/libgcc_runtime_recovered.c##define isnan(value)
lrintf	named-external	SOURCE_REFACTOR_CLOSED			source-refactor-closed			reviewed-target-absent-source-contract	ps2/progress11_frontend_recovered.o;snes9x/progress13_core_helpers_recovered.o	source-local instruction/stack contract; evidence=src/ps2/progress11_frontend_recovered.c;src/snes9x/progress13_core_helpers_recovered.c##define lrintf(value)
memmove_like	named-external	TEXT_ALIAS_PROVED	0x0019c4a0		text		sn_memmove_0019c4a0	strip-like+unique-recovered-global-text	snes9x/sram_recovered.o	progress=memmove
operator_new_u32	named-external	TEXT_ALIAS_PROVED	0x001a9e88		text		snes_p13_operator_new	reviewed-existing-global-text	app/main_bootstrap.o	source-model contract bound to an already recovered target entry
ps2_add_intc_handler_recovered	named-external	SOURCE_REFACTOR_CLOSED			source-refactor-closed			reviewed-target-absent-source-contract	ps2/gsdriver_recovered.o	source-local instruction/stack contract; evidence=src/ps2/gsdriver_recovered.c##define ps2_add_intc_handler_recovered
ps2_bios_syscall_2_recovered	named-external	SOURCE_REFACTOR_CLOSED			source-refactor-closed			reviewed-target-absent-source-contract	ps2/gsdriver_recovered.o	source-local instruction/stack contract; evidence=src/ps2/gsdriver_recovered.c##define ps2_bios_syscall_2_recovered
ps2_disable_intc_recovered	named-external	SOURCE_REFACTOR_CLOSED			source-refactor-closed			reviewed-target-absent-source-contract	ps2/gsdriver_recovered.o	source-local instruction/stack contract; evidence=src/ps2/gsdriver_recovered.c##define ps2_disable_intc_recovered
ps2_enable_intc_recovered	named-external	SOURCE_REFACTOR_CLOSED			source-refactor-closed			reviewed-target-absent-source-contract	ps2/gsdriver_recovered.o	source-local instruction/stack contract; evidence=src/ps2/gsdriver_recovered.c##define ps2_enable_intc_recovered
ps2_gs_put_imr_recovered	named-external	SOURCE_REFACTOR_CLOSED			source-refactor-closed			reviewed-target-absent-source-contract	ps2/gsdriver_recovered.o	source-local instruction/stack contract; evidence=src/ps2/gsdriver_recovered.c##define ps2_gs_put_imr_recovered
ps2_remove_intc_handler_recovered	named-external	SOURCE_REFACTOR_CLOSED			source-refactor-closed			reviewed-target-absent-source-contract	ps2/gsdriver_recovered.o	source-local instruction/stack contract; evidence=src/ps2/gsdriver_recovered.c##define ps2_remove_intc_handler_recovered
puRam00426fc4	named-external	TARGET_RANGE_PROVED	0x00426fc4	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
puRam00447754	named-external	TARGET_RANGE_PROVED	0x00447754	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
puRam00447758	named-external	TARGET_RANGE_PROVED	0x00447758	0x4	zero-fill	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
s_THIS_SCRIPT_WAS_STOLEN_001b6ed0	named-external	TARGET_RANGE_PROVED	0x001b6ed0	0x17	initialized	ce83f563872814a1548aff0ce3fa378082df6d47c7af73bd1118d2afaf141386		target-address+reviewed-consumed-extent	ps2/progress28_structural_lift_recovered.o	exact private-reference range; final placement remains Stage 3G
sinf	named-external	TEXT_ALIAS_PROVED	0x001a0024		text		sinf_001a0024	exact-progress-name+unique-recovered-global-text	snes9x/progress13_core_helpers_recovered.o	progress=sinf
snes_data_001b0000	named-external	TARGET_RANGE_PROVED	0x001b0000	0x1c01	initialized	fc1064b2cda5878a88f70e1d9bd5b0c87c32da042e4c62286baae4f1ccabf02b		target-address+reviewed-consumed-extent	ps2/address_leaf_recovered.o	exact private-reference range; final placement remains Stage 3G
snes_p12_compare_sdd1_entries	named-external	TARGET_ENTRY_PROVED	0x0016fac4		text			reviewed-exact-target-entry	ps2/progress12_io_state_recovered.o	signature-compatible source call bound to the exact target entry
snes_p12_fio_close	named-external	TEXT_ALIAS_PROVED	0x0019d090		text		fioClose_0019d090	reviewed-existing-global-text	ps2/progress12_io_state_recovered.o	source-model contract bound to an already recovered target entry
snes_p12_fio_open	named-external	TEXT_ALIAS_PROVED	0x0019cfc0		text		fioOpen_0019cfc0	reviewed-existing-global-text	ps2/progress12_io_state_recovered.o	source-model contract bound to an already recovered target entry
snes_p12_fio_read	named-external	TEXT_ALIAS_PROVED	0x0019d120		text		fioRead_0019d120	reviewed-existing-global-text	ps2/progress12_io_state_recovered.o	source-model contract bound to an already recovered target entry
snes_p12_fio_write	named-external	TEXT_ALIAS_PROVED	0x0019d244		text		fioWrite_0019d244	reviewed-existing-global-text	ps2/progress12_io_state_recovered.o	source-model contract bound to an already recovered target entry
snes_p12_get_filename	named-external	TARGET_ENTRY_PROVED	0x00101924		text			reviewed-exact-target-entry	ps2/progress12_io_state_recovered.o	signature-compatible source call bound to the exact target entry
snes_p12_qsort	named-external	TEXT_ALIAS_PROVED	0x001080cc		text		snes_qsort_001080cc	reviewed-existing-global-text	ps2/progress12_io_state_recovered.o	source-model contract bound to an already recovered target entry
snes_ram_003f4be8	named-external	TARGET_RANGE_PROVED	0x003f4be8	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/address_leaf_recovered.o	exact private-reference range; final placement remains Stage 3G
snes_state_0035e2c4	named-external	TARGET_RANGE_PROVED	0x0035e2c4	0x4	initialized	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119		target-address+reviewed-consumed-extent	ps2/address_leaf_recovered.o	exact private-reference range; final placement remains Stage 3G
sqrtf	named-external	TEXT_ALIAS_PROVED	0x001a06a0		text		sqrtf_001a06a0	exact-progress-name+unique-recovered-global-text	ps2/newlib_mathfp_recovered.o	progress=sqrtf
