section	target_address	extent_hex	origin	region	alignment_hex	sha256	evidence_sha256
.data.stage3f.va_001bb87c	0x001bb87c	0x4	stage3f-access	initialized	0x1	67abdd721024f0ff4e0b3f4c2fc13bc5bad42d0b7851d456d88d203d15aaa450	2588673447c7ea806a9b28fa63c9f6ed107e976d3ddffcc01c6bcd518e6bade3
.data.stage3f.va_001bbd44	0x001bbd44	0x4	stage3f-access	initialized	0x1	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	5b3c2eadf33df1020f266d3d1e337f3c7e0072ba2888c0cd037fdbb1ba2209b7
.data.stage3ce.va_001bbd48	0x001bbd48	0x10	stage3ce	initialized	0x1	374708fff7719dd5979ec875d56cd2286f6d3cf7ec317a3b25632aab28ec37bb	e94e82f2e24afbc4711a29f2a2b39b0da88501430c90afd199869c24b8d16c5e
.data.stage3ce.va_001c8a80	0x001c8a80	0x800	stage3ce	initialized	0x1	e5a00aa9991ac8a5ee3109844d84a55583bd20572ad3ffcd42792f3c36b183ad	cc160eba385f7d165f57d25a951fd3f461b4216c724d1fdbf1ec001c09e2d617
.data.stage3f.va_001eba80	0x001eba80	0x4	stage3f-access	initialized	0x1	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	3fcad882b403ffb345c3b5a33982ca5f9ec4940a77313b876dd90450380b5a1b
.data.stage3ce.va_001ebae0	0x001ebae0	0x8	stage3ce	initialized	0x1	af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc	a3c292dc555c555d9f190b9ac8d803be420b52b62a06129feccd9d2ba1d2eecd
.data.stage3ce.va_001ebaec	0x001ebaec	0x4	stage3ce	initialized	0x1	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	4f72be7025af6841fbc673112f31de49923ab9ba07cb8accda7ba09fb5b49eb4
.data.stage3ce.va_001ebd40	0x001ebd40	0x1	stage3ce	initialized	0x1	6e340b9cffb37a989ca544e6bb780a2c78901d3fb33738768511a30617afa01d	36abf5a13406f7af373d34069ba63b98a5cd1e225da62b29173d4bdf9f650e3d
.data.stage3f.va_001ebd41	0x001ebd41	0x6	stage3f-access	initialized	0x1	b0f66adc83641586656866813fd9dd0b8ebb63796075661ba45d1aa8089e1d44	e44d7bfe3fb0e9d81816e7813628968eb40b2e9c387e9143889c8304adde1172
.data.stage3f.va_001ebd48	0x001ebd48	0x18	stage3f-access	initialized	0x1	9d908ecfb6b256def8b49a7c504e6c889c4b0e41fe6ce3e01863dd7b61a20aa0	d69d674d98c6129258d5600ef80d25cc1a4bcb409b72e22432d127bf7f9d8eca
.data.stage3f.va_001ebe00	0x001ebe00	0x3c8	stage3f-access	initialized	0x1	a038ee252f6057f767a2e97566457a8ade06fc1203c8e9be326a5c29181df5ba	ed1a236ed625d6efe372e7a547a26c213fd7d0738c7bd369c30d29860d17d2bc
.data.private_asset.cdvd_irx	0x001ec300	0x7dd8	private-asset	initialized	0x4	76e43e495fc56cb17e5da0de6633238b57abc16f83699e0f0e582e93ee59170f	df373dab4d478ece5c9c2d8e19c6d62b2f43cd618ab0d0cf6d47e6d94a268859
.data.private_asset.sjpcm_irx	0x001f4100	0x1fcc	private-asset	initialized	0x4	292292a51f519a374b291dd7160b928a099ce17e6cc0a1256c2481ff3ba1ba05	5d0b0fa331cdcc710ad7bf2ebcf98c52f1de2f44b0b0e2e94e75821d58a79551
.data.private_asset.amigamod_irx	0x001f6140	0x4e64	private-asset	initialized	0x4	1febdcad33efa7bde6b418d3663a788ab86e149269ae824250a8187aa25b5776	e42f27c25cf74d52f30b6c4641399d4688884b5d3fdd4a872392f58073387c93
.data.stage3ce.va_001fc752	0x001fc752	0x1	stage3ce	initialized	0x1	c557e71380112b980eaf1145fa80621130dfbdfa1e375d87ae0018b7c60ac16b	fb0a1b4a41b797e692d048f4a61281eb25718828ad67130c8bb55d5cffa55197
.data.private_asset.credits_text	0x002ebc30	0x5c8	private-asset	initialized	0x4	fabdd393aff61d1eeae1b64e5afe49263e2428f638fe8a31c59dd3e5266e34d2	8fb86f60a894a2c332c65a01a6212879b04faa6540e2f538143f443e1f3c35e1
.data.private_asset.disclaimer_text	0x002ec200	0x340	private-asset	initialized	0x4	233b77adf1295e840a3a4200cbacc8b41e1cca6648b686244dd0d47803fe1479	27894cd869074ebbb478389977f63a23b57b32c6ba239fcfcd807e08a7b27ec7
.data.stage3f.va_00335278	0x00335278	0x4	stage3f-access	initialized	0x1	9c332aa7d982e2da42593ab1f32146cab52538426e92f5a2097352867c7d1696	223756f942abdb33ef378c0f3a9936aeef2d65e0246e6adc1d3e46ac58aaf5ae
.data.stage3f.va_00335280	0x00335280	0x4	stage3f-access	initialized	0x1	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	c44d822bb0345b3681522c79191f55b9f91ac5f3451df289be3d5ee93b0a69b4
.data.stage3f.history.va_00335370	0x00335370	0x4	historical-source-exact	initialized	0x1	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	519d0fae7d42f372b1bd3fec882ca9d90d9e12ab088188ca5c9d865f320ffacf
.data.stage3f.history.va_00335374	0x00335374	0x4	historical-source-exact	initialized	0x1	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	d349504b997a787cc4189e4ccbfa910b336a3b9212abf3462fe825febac56b20
.data.stage3f.history.va_00335378	0x00335378	0x100	historical-source-exact	initialized	0x1	5341e6b2646979a70e57653007a1f310169421ec9bdd9f1a5648f75ade005af1	7be55ec1eb4318b436ea2270ddcd3e3d8594cc6089a09d4c691f1a01f4125c91
.data.stage3f.history.va_00335478	0x00335478	0x80	historical-source-exact	initialized	0x1	59e0cd7c5cf19bda7c4d38ab93b7cf1ad155d2b4ec3772e1796e3a76ec180603	48ce931dae95c63900b60c2aeb3624d8321ec8f9b501e4528f31e70401248e2b
.data.stage3f.history.va_003354f8	0x003354f8	0x40	historical-source-exact	initialized	0x1	f1983c00de6472f16fc1b57e3b059bcc4cbee4b8b97c3fbc51b1b668c77eab79	40bcff2af77231547de0815f06657468311bfc7cfc392556367bda45b2ddaf8b
.data.stage3f.history.va_00335538	0x00335538	0x100	historical-source-exact	initialized	0x1	3d9a27992a4d846a6de102760b761e0d9498e61134e80c68e7875b9238c0d494	bda3a03b38d5b1a3494ea0883d81e0af3835abae293c2e5418334533963bc79a
.data.stage3f.history.va_00335638	0x00335638	0x100	historical-source-exact	initialized	0x1	c63769333eb23c3d6a96a18cca2f4f6beef37e210ba81e90a6c4bfe6dce289bd	897b173473fee0daeb3583ad57f15bdf02f29661b3d8165ab736ebd8815fd420
.data.stage3f.history.va_00335738	0x00335738	0x100	historical-source-exact	initialized	0x1	3d9a27992a4d846a6de102760b761e0d9498e61134e80c68e7875b9238c0d494	80004440d309f8af35240368efa2bf90200fc2cff5cf627e026dba8233e8adf0
.data.stage3f.history.va_00335938	0x00335938	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	0a41bbc06c01347b94face2ab8fc3a94965baf805b40f762f3b1bc45d96c6a5f
.data.stage3f.history.va_0033593a	0x0033593a	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	9166cb5bc3ac710ea2463f851109bad6c8ba749b37262ca17a6684304f3a3592
.data.stage3f.history.va_0033593c	0x0033593c	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	6f7d125bb1ee6d59fc3e45877f729ef51b10a66fe1bdef7ac38eb8d54c8e911c
.data.stage3f.history.va_0033593e	0x0033593e	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	c4207bdf4734f48c28f5ac2acb4b349885f689f9a5af522a4fbd6436f489aa55
.data.stage3f.history.va_00335940	0x00335940	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	0a649f4e4c731c70a3223eb95b88ee55e7cb15de3557b3d0d0dfd68b88ac41d8
.data.stage3f.history.va_00335942	0x00335942	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	68aa29cb51b10e8eb8a72f20f3c3d3f2ef390235f1b0ff0b05c300a5119d53e5
.data.stage3f.history.va_00335944	0x00335944	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	c573ac9a1cf88d51dba9cf5bb06a24892ac1126ec33ad628d0c9c799edd61b7d
.data.stage3f.history.va_00335946	0x00335946	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	a576b3ac2ae58384f79391a3030b60b9b8855cb62bde78b88c59da22b5cded98
.data.stage3f.history.va_00335948	0x00335948	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	7cf4f82a8f9bca65e15223d2185448c8d83c595cf67f2b0056495b80cd33c6be
.data.stage3f.history.va_0033594a	0x0033594a	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	ccd7eda7079bf456b890b74a419d47a5741350955de8b9f3211cd93e891e1424
.data.stage3f.history.va_0033594c	0x0033594c	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	80a99142c9908a095e2aade78d4bb9a1084b80ee6c6cfbe79f7e12c950580f51
.data.stage3ce.va_0033594e	0x0033594e	0x2	stage3ce	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	55eda1576d41d7bab6f3c52ead7a0d27a6d9abc2ad7740b2e888173cf0dc5ad9
.data.stage3f.va_00335a00	0x00335a00	0x2	stage3f-access	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	35bf1b224372bc09a595d3da23c6d79375a440a2a45b6707f73207af763efed9
.data.stage3ce.va_003367f8	0x003367f8	0x4	stage3ce	initialized	0x1	21ab2d059bf18ba22fad68985c2cc50bf8bf61a0f3948b0cb00638e599990ec5	87b7fa304aec545efae8788c753a423ff02037cfc98a2535633a367e151c422a
.data.stage3f.history.va_0033ce78	0x0033ce78	0x2000	historical-source-exact	initialized	0x1	9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47	1875cb670ea43cee96d683083bdfd94332071687ae0f8bbcd2074fe0a787f310
.data.stage3f.history.va_0033ee78	0x0033ee78	0x2000	historical-source-exact	initialized	0x1	9f1dcbc35c350d6027f98be0f5c8b43b42ca52b7604459c0c42be3aa88913d47	18035abb61d0a99eb6c81b937507dbd7e41ea557d4ba48cf315cfb51f06e844a
.data.stage3f.va_00340f90	0x00340f90	0x2	stage3f-access	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	47a58e14d2d641940def0bcd9767e68364a18ccbdb09658faac976142d3c827d
.data.stage3f.history.va_00340f92	0x00340f92	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	1696e33e064d762c3b789a4e81fa956f8867cd80a6fdc8545fe51588f539fecc
.data.stage3f.va_00340f94	0x00340f94	0x4	stage3f-access	initialized	0x1	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	590e013cf91601c6b4928d039936b39db412ef9271d4f456a8d0e6b12aebbe75
.data.stage3f.va_00341398	0x00341398	0x2	stage3f-access	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	ebc55a59407566a493eec86ffdc5598b8b4e9a1bf33f6736231981631f92b7ac
.data.stage3f.history.va_0034139a	0x0034139a	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	48357eced4adb36f8f8842b295431b7c8775f530329112bd7bded2dcb3fd58e6
.data.stage3f.va_0034139c	0x0034139c	0x16	stage3f-access	initialized	0x1	6a4875ddaceaa91fb3369f0f6d962f77442daf1b1d97733457d12bcabdf79441	02bbd8da70ddfba0bd97cc8430862765ec7f1616a49fe8f3335f00ef8fbb949f
.data.stage3f.history.va_003413b2	0x003413b2	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	6291c036773eee7d9b344d430b5c08777597627dcf57f852b3b50c84aa5d394d
.data.stage3f.va_003413b4	0x003413b4	0xc	stage3f-access	initialized	0x1	15ec7bf0b50732b49f8228e07d24365338f9e3ab994b00af08e5a3bffe55fd8b	8834f18fc274481cf633020f41000c896c7e703615c7b9868137cd465577e191
.data.stage3f.va_003413cc	0x003413cc	0x18	stage3f-access	initialized	0x1	9d908ecfb6b256def8b49a7c504e6c889c4b0e41fe6ce3e01863dd7b61a20aa0	2f52aad2114145ef0c874ceb64a99bb4f2ac2b6a0559ac6eb784375e673e7b5a
.data.stage3f.va_003413f0	0x003413f0	0x10	stage3f-access	initialized	0x1	374708fff7719dd5979ec875d56cd2286f6d3cf7ec317a3b25632aab28ec37bb	5bbedac6d6bad282f542fb9ca04942c68233f8656b475751610bd62189ad6b1c
.data.stage3f.va_00341434	0x00341434	0x6	stage3f-access	initialized	0x1	b0f66adc83641586656866813fd9dd0b8ebb63796075661ba45d1aa8089e1d44	30b7decfebec9d3b3137413024efb82b31c75901cecc2900d436f6e7332b2cff
.data.stage3f.va_0034143c	0x0034143c	0x10	stage3f-access	initialized	0x1	374708fff7719dd5979ec875d56cd2286f6d3cf7ec317a3b25632aab28ec37bb	640b45deda35f0be26b9eed81b56cea28479cac1f9ca3a83ed8716cde971f3bc
.data.stage3f.history.va_0034144c	0x0034144c	0x4	historical-source-exact	initialized	0x1	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	494b414ffe3f8aed364eef66788f5fc45e40ed40b564c7ec87c1ff467f9ba1c7
.data.stage3f.va_00341450	0x00341450	0x8	stage3f-access	initialized	0x1	af5570f5a1810b7af78caf4bc70a660f0df51e42baf91d4de5b2328de0e83dfc	edac324a9a9ce699da407185daa6d3ca815f8b75b2ba3d362a6e8b16d5bae351
.data.stage3f.history.va_0034145c	0x0034145c	0x4	historical-source-exact	initialized	0x1	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	858c5e8d84dee317f03c66ec4a4ef19643b544f434f743bd22183b00642b8d4a
.data.stage3f.va_00341460	0x00341460	0x10	stage3f-access	initialized	0x1	374708fff7719dd5979ec875d56cd2286f6d3cf7ec317a3b25632aab28ec37bb	175f7deb10b9ed9cae5ff924a745f5247c695c2be2ab1650a0b650e6ba4d224a
.data.stage3f.va_003414b0	0x003414b0	0x40	stage3f-access	initialized	0x1	f5a5fd42d16a20302798ef6ed309979b43003d2320d9f0e8ea9831a92759fb4b	7e051b760c4c73b4e3668bb9fe9dc7c901a38aa3bdffcd032167853f61b0314c
.data.stage3f.va_003414fc	0x003414fc	0x4	stage3f-access	initialized	0x1	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	b320d4892693aed30fe9d7e32e6147e57df8947052b0cfc5a08ea8ce742f3b0b
.data.stage3f.va_003415b0	0x003415b0	0x4	stage3f-access	initialized	0x1	df3f619804a92fdb4057192dc43dd748ea778adc52bc498ce80524c014b81119	98241b84418c0d8f095965508fee013bd977194a966193d3d47253612fd523f1
.data.stage3f.history.va_003415b4	0x003415b4	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	25d8450fec82b00b6ed795fad80e1b871ea0da578d0f7f0e699d5b53a5905b9a
.data.stage3f.history.va_003415b6	0x003415b6	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	b42b4d730ab6cabbab28c1438d997dd6068e0a2bacde366dcf39b55a5424b98c
.data.stage3f.history.va_003415b8	0x003415b8	0x2	historical-source-exact	initialized	0x1	96a296d224f285c67bee93c30f8a309157f0daa35dc5b87e410b78630a09cfc7	5e0773e6375134d79c5988398a538621a63004638c040101e0eff62009f7ebf1
