address	name	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations	object_sha256
0x00100008	_start	startup	cached-mips-object-v17	/root/SNESstation-Decomp/build/matching/progress69-hunt350-batch/objects/ps2lib-20040415-whole-tu__exact-2004__crt0.s__p69-o2.o	cached	name-strict; demangled=_start	build/matching/progress69-hunt350-batch/objects/ps2lib-20040415-whole-tu__exact-2004__crt0.s__p69-o2.o	_start	216	exact-next-boundary	MATCH	0	False	True		63eb775736930d856cbed5ff089c555f30843148f31fd4b0ee906b48477d4202
0x00104e7c	loadModuleBuffer	ps2	cached-mips-object-v17	/root/SNESstation-Decomp/build/matching/hunt400/objects/recovered/0e3595cd415b4003a9c6.o	cached	name-strict; demangled=loadModuleBuffer	build/matching/hunt400/objects/recovered/0e3595cd415b4003a9c6.o	loadModuleBuffer	156	exact-next-boundary	MATCH	0	False	True		e2d926780ab212681d9d9ec72755c34aa1fe95b9cb464d8e7bf98af851d05149
0x00108a9c	snes_p16_00108a9c	frontend-core	cached-mips-object-v17	/root/SNESstation-Decomp/build/matching/progress55-screen300c/objects/ps2sdk__libmtap__ps2sdk-rules-os.o	cached	anonymous-unique-strict-fingerprint; demangled=mtapInit; identity_candidates=1	build/matching/progress55-screen300c/objects/ps2sdk__libmtap__ps2sdk-rules-os.o	mtapInit	352	exact-next-boundary	MATCH	0	False	True		afb1f3204a58c4f9424e1267f94c26969b3485ccabb3ed8848d358cc590f99c6
0x0010a7ac	snes_leaf_0010a7ac	address-leaf	cached-snes9x-1.42-v9	/root/SNESstation-Decomp/build/matching/hunt400v9/objects/snes9x-1.42/838bba34c8e1c940411d.o	cached-v9	anonymous-unique-strict-fingerprint; demangled=GetResult2(unsigned int, unsigned int, unsigned int, unsigned int, unsigned int); identity_candidates=1	build/matching/hunt400v9/objects/snes9x-1.42/838bba34c8e1c940411d.o	_Z10GetResult2jjjjj	80	exact-next-boundary	MATCH	0	True	True		b21e90181435da320e0d9de43d3e0a6e36c085bd224ba71ea028ae131319ae32
0x0010ad48	snes_p16_0010ad48	frontend-core	cached-snes9x-1.42-v9	/root/SNESstation-Decomp/build/matching/hunt400v9/objects/snes9x-1.42/f0c2e67b2a7426c19157.o	cached-v9	anonymous-unique-strict-fingerprint; demangled=S9xSetAPUDSP; identity_candidates=1	build/matching/hunt400v9/objects/snes9x-1.42/f0c2e67b2a7426c19157.o	S9xSetAPUDSP	1576	exact-next-boundary	MATCH	0	False	True		bb584c4408e6bcd43f0a9defaf1cfc1a52eaa5354aa9f15e4213e44135c156eb
0x0010b370	snes_p16_0010b370	frontend-core	cached-snes9x-1.42-v9	/root/SNESstation-Decomp/build/matching/hunt400v9/objects/snes9x-1.42/f0c2e67b2a7426c19157.o	cached-v9	anonymous-unique-strict-fingerprint; demangled=S9xFixEnvelope(int, unsigned char, unsigned char, unsigned char); identity_candidates=1	build/matching/hunt400v9/objects/snes9x-1.42/f0c2e67b2a7426c19157.o	_Z14S9xFixEnvelopeihhh	500	exact-next-boundary	MATCH	0	False	True		bb584c4408e6bcd43f0a9defaf1cfc1a52eaa5354aa9f15e4213e44135c156eb
0x0010b564	snes_p16_0010b564	frontend-core	cached-snes9x-1.42-v9	/root/SNESstation-Decomp/build/matching/hunt400v9/objects/snes9x-1.42/f0c2e67b2a7426c19157.o	cached-v9	anonymous-unique-strict-fingerprint; demangled=S9xSetAPUControl; identity_candidates=1	build/matching/hunt400v9/objects/snes9x-1.42/f0c2e67b2a7426c19157.o	S9xSetAPUControl	456	exact-next-boundary	MATCH	0	False	True		bb584c4408e6bcd43f0a9defaf1cfc1a52eaa5354aa9f15e4213e44135c156eb
0x0010b7f8	snes_p16_0010b7f8	frontend-core	cached-snes9x-1.42-v9	/root/SNESstation-Decomp/build/matching/hunt400v9/objects/snes9x-1.42/f0c2e67b2a7426c19157.o	cached-v9	anonymous-unique-strict-fingerprint; demangled=S9xGetAPUDSP; identity_candidates=1	build/matching/hunt400v9/objects/snes9x-1.42/f0c2e67b2a7426c19157.o	S9xGetAPUDSP	172	exact-next-boundary	MATCH	0	False	True		bb584c4408e6bcd43f0a9defaf1cfc1a52eaa5354aa9f15e4213e44135c156eb
0x0010c300	snes_dispatch_0010c300	dispatch-leaf	cached-snes9x-1.41-v8	/root/SNESstation-Decomp/build/matching/hunt400v8/objects/snes9x-1.41/1287780fe36201f23534.o	cached-v8	anonymous-unique-strict-fingerprint; demangled=S9xInitC4; identity_candidates=1	build/matching/hunt400v8/objects/snes9x-1.41/1287780fe36201f23534.o	S9xInitC4	40	exact-next-boundary	MATCH	0	False	True		801aa3396d1831a9c64ed7a11c55469045808916d6f6851fada06dff8bf7f967
0x0010c328	snes_dispatch_0010c328	dispatch-leaf	cached-snes9x-1.41-v8	/root/SNESstation-Decomp/build/matching/hunt400v8/objects/snes9x-1.41/1287780fe36201f23534.o	cached-v8	anonymous-unique-strict-fingerprint; demangled=S9xGetC4; identity_candidates=1	build/matching/hunt400v8/objects/snes9x-1.41/1287780fe36201f23534.o	S9xGetC4	24	exact-next-boundary	MATCH	0	False	True		801aa3396d1831a9c64ed7a11c55469045808916d6f6851fada06dff8bf7f967
0x0010cbb0	snes_p17_0010cbb0	frontend-core	cached-snes9x-1.41-v8	/root/SNESstation-Decomp/build/matching/hunt400v8/objects/snes9x-1.41/1287780fe36201f23534.o	cached-v8	anonymous-unique-strict-fingerprint; demangled=C4DrawLine(int, int, short, int, int, short, unsigned char); identity_candidates=1	build/matching/hunt400v8/objects/snes9x-1.41/1287780fe36201f23534.o	_Z10C4DrawLineiisiish	540	exact-next-boundary	MATCH	0	False	True		801aa3396d1831a9c64ed7a11c55469045808916d6f6851fada06dff8bf7f967
0x0010d734	snes_p16_0010d734	frontend-core	cached-snes9x-1.41-v8	/root/SNESstation-Decomp/build/matching/hunt400v8/objects/snes9x-1.41/1287780fe36201f23534.o	cached-v8	anonymous-unique-strict-fingerprint; demangled=S9xC4ProcessSprites(); identity_candidates=1	build/matching/hunt400v8/objects/snes9x-1.41/1287780fe36201f23534.o	_Z19S9xC4ProcessSpritesv	168	exact-next-boundary	MATCH	0	False	True		801aa3396d1831a9c64ed7a11c55469045808916d6f6851fada06dff8bf7f967
0x001140e0	snes_leaf_001140e0	address-leaf	cached-hunt500-v10-object	/root/SNESstation-Decomp/build/matching/hunt500v10/objects/snes9x-1.40/6e865dc9ad81ed6c5a40.o	cached-v10	anchored-object-layout; load_base=0x001140e0; byte-anchors=4; named=0; anchor-bytes=540; demangled=S9xInitCheatData()	build/matching/hunt500v10/objects/snes9x-1.40/6e865dc9ad81ed6c5a40.o	_Z16S9xInitCheatDatav	56	exact-next-boundary	MATCH	0	False	True		cfd04c97e6487eeefd93d651fcf3417f86778835ea840ad78b6ee7fa47fce1f4
0x00114818	snes_p16_00114818	snes-core-dsp	cached-hunt500-v10-object	/root/SNESstation-Decomp/build/matching/hunt500v10/objects/snes9x-1.42/33db759937f5d558e95e.o	cached-v10	anonymous-unique-strict-fingerprint; demangled=ComputeClipWindows(); identity_candidates=1	build/matching/hunt500v10/objects/snes9x-1.42/33db759937f5d558e95e.o	_Z18ComputeClipWindowsv	4572	exact-next-boundary	MATCH	0	False	True		9e379d98e165ef54e564c283c7388dc8bd4a0ee29dedb048a12cc65729f9f492
0x001159f4	snes_dispatch_001159f4	dispatch-leaf	cached-snes9x-1.42-v9	/root/SNESstation-Decomp/build/matching/hunt400v9/objects/snes9x-1.42/558edaadf5c151f2da73.o	cached-v9	anonymous-unique-strict-fingerprint; demangled=S9xResetSuperFX(); identity_candidates=1	build/matching/hunt400v9/objects/snes9x-1.42/558edaadf5c151f2da73.o	_Z15S9xResetSuperFXv	36	exact-next-boundary	MATCH	0	False	True		fccad42092f5968bbf4d1cb6a217f681be165a34fb2fde40e27338a18c207f32
0x00115a18	snes_p17_00115a18	snes-core-dsp	cached-snes9x-1.42-v9	/root/SNESstation-Decomp/build/matching/hunt400v9/objects/snes9x-1.42/558edaadf5c151f2da73.o	cached-v9	anonymous-unique-strict-fingerprint; demangled=S9xResetCPU(); identity_candidates=1	build/matching/hunt400v9/objects/snes9x-1.42/558edaadf5c151f2da73.o	_Z11S9xResetCPUv	320	exact-next-boundary	MATCH	0	False	True		fccad42092f5968bbf4d1cb6a217f681be165a34fb2fde40e27338a18c207f32
0x00115db0	snes_p16_00115db0	snes-core-dsp	cached-hunt500plus-v11-object	/root/SNESstation-Decomp/build/matching/hunt500plusv11/objects/snes9x-1.42/base-os-short/fab7b5870c7cbb98f2da.o	cached-v11	anonymous-unique-strict-fingerprint; demangled=S9xMainLoop; identity_candidates=1	build/matching/hunt500plusv11/objects/snes9x-1.42/base-os-short/fab7b5870c7cbb98f2da.o	S9xMainLoop	888	exact-next-boundary	MATCH	0	False	True		50d540e643aa85bd3d0fb834f9de1d15ea3d4c0bc63a38c7e6f69a55edde2774
0x00116128	snes_leaf_00116128	address-leaf	cached-snes9x-1.42-v9	/root/SNESstation-Decomp/build/matching/hunt400v9/objects/snes9x-1.42/9e18942057e26a299476.o	cached-v9	anonymous-unique-strict-fingerprint; demangled=S9xSetIRQ; identity_candidates=1	build/matching/hunt400v9/objects/snes9x-1.42/9e18942057e26a299476.o	S9xSetIRQ	76	exact-next-boundary	MATCH	0	False	True		372a3b3123cc710f9df714f963cffa3e563a4000adb87f21c5064c641f7b21fb
0x00116174	snes_leaf_00116174	address-leaf	cached-snes9x-1.42-v9	/root/SNESstation-Decomp/build/matching/hunt400v9/objects/snes9x-1.42/9e18942057e26a299476.o	cached-v9	anonymous-unique-strict-fingerprint; demangled=S9xClearIRQ; identity_candidates=1	build/matching/hunt400v9/objects/snes9x-1.42/9e18942057e26a299476.o	S9xClearIRQ	52	exact-next-boundary	MATCH	0	False	True		372a3b3123cc710f9df714f963cffa3e563a4000adb87f21c5064c641f7b21fb
0x0012b3e8	snes_p16_0012b3e8	snes-core-dsp	cached-mips-object-v17	/root/SNESstation-Decomp/build/matching/hunt500plusv29/objects/uppercase-cpp/1.40/forced-cxx-os-short/58e9a6561d4f51dd2aba.o	cached	anonymous-unique-strict-fingerprint; demangled=S9xStartHDMA; identity_candidates=1	build/matching/hunt500plusv29/objects/uppercase-cpp/1.40/forced-cxx-os-short/58e9a6561d4f51dd2aba.o	S9xStartHDMA	176	exact-next-boundary	MATCH	0	False	True		16b36d12704f43acb9f460b822c962e584bb8033a4e97b87203c71b09f469ada
0x0012b498	snes_p16_0012b498	snes-core-dsp	cached-mips-object-v17	/root/SNESstation-Decomp/build/matching/hunt500plusv29/objects/uppercase-cpp/1.41/forced-cxx-os-short/2ba6912adc402e9b358c.o	cached	anonymous-unique-strict-fingerprint; demangled=S9xDoHDMA; identity_candidates=1	build/matching/hunt500plusv29/objects/uppercase-cpp/1.41/forced-cxx-os-short/2ba6912adc402e9b358c.o	S9xDoHDMA	1292	exact-next-boundary	MATCH	0	False	True		82a301bd32b5396a273704f0e9df08450ccb3744da16c0737d166b578a04b511
0x0012ba5c	snes_p16_0012ba5c	snes-core-dsp	cached-mips-object-v17	/root/SNESstation-Decomp/build/matching/hunt500plusv29/objects/uppercase-cpp/1.41/forced-cxx-os-short/2ba6912adc402e9b358c.o	cached	anchored-object-layout; load_base=0x00129ae8; byte-anchors=3; named=0; anchor-bytes=1652; demangled=REGISTER_2104(unsigned char)	build/matching/hunt500plusv29/objects/uppercase-cpp/1.41/forced-cxx-os-short/2ba6912adc402e9b358c.o	_Z13REGISTER_2104h	748	exact-next-boundary	MATCH	0	False	True		82a301bd32b5396a273704f0e9df08450ccb3744da16c0737d166b578a04b511
0x0012c13c	snes_leaf_0012c13c	address-leaf	cached-snes9x-1.42-v9	/root/SNESstation-Decomp/build/matching/hunt400v9/objects/snes9x-1.42/9c8ecf7dea6dbc29ae4f.o	cached-v9	anonymous-unique-strict-fingerprint; demangled=DSPOp00(); identity_candidates=1	build/matching/hunt400v9/objects/snes9x-1.42/9c8ecf7dea6dbc29ae4f.o	_Z7DSPOp00v	36	exact-next-boundary	MATCH	0	False	True		385a550cf3a8fc8f8cb88846360e32e3c38d1ca5094e6166ba940fa67b86b3f1
0x0012c160	snes_leaf_0012c160	address-leaf	cached-snes9x-1.42-v9	/root/SNESstation-Decomp/build/matching/hunt400v9/objects/snes9x-1.42/9c8ecf7dea6dbc29ae4f.o	cached-v9	anonymous-unique-strict-fingerprint; demangled=DSPOp20(); identity_candidates=1	build/matching/hunt400v9/objects/snes9x-1.42/9c8ecf7dea6dbc29ae4f.o	_Z7DSPOp20v	40	exact-next-boundary	MATCH	0	False	True		385a550cf3a8fc8f8cb88846360e32e3c38d1ca5094e6166ba940fa67b86b3f1
0x0012c188	snes_p16_0012c188	snes-core-dsp	cached-hunt500plus-v11-object	/root/SNESstation-Decomp/build/matching/hunt500plusv11/objects/snes9x-1.40/base-os-short/fbc899016aa2c97b18be.o	cached-v11	anonymous-unique-strict-fingerprint; demangled=DSP1_Inverse(short, short, short*, short*); identity_candidates=1	build/matching/hunt500plusv11/objects/snes9x-1.40/base-os-short/fbc899016aa2c97b18be.o	_Z12DSP1_InversessPsS_	284	exact-next-boundary	MATCH	0	False	True		7368e6da5fd1c5fe3925c86114bd4fa7735c8bb36602f88e2ab6dda4047a4b81
