address	name	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations	object_sha256	cache_key
0x00101814	snes_leaf_00101814	address-leaf	snesstation-v0.23-recovered	matching/candidates/hunt1000plus_v47.c	recovered-os-r5900	recovered-source-strict; identity=control-clear-leaf; object-size=36; relocations=2	build/matching/hunt1000plus-v47-closure/app/hunt1000plus_v47.o	v47_leaf_control	36	terminal-control-flow-boundary	MATCH	0	False	True		a985896027f03e450532cd30d5dfbfa8fb69f440066e7f4a4434c766f410281d	d8dbb9a0028f159e31ef778ac23f0f66b85c28aa6329d359da85e12da3543ded
0x00101b04	snes_p11_00101b04	gslib	snesstation-v0.23-recovered	matching/candidates/hunt1000plus_v47.c	recovered-os-r5900	recovered-source-strict; identity=gslib-clear; object-size=96; relocations=9	build/matching/hunt1000plus-v47-closure/app/hunt1000plus_v47.o	v47_gs_clear	96	exact-next-boundary	MATCH	0	False	True		a985896027f03e450532cd30d5dfbfa8fb69f440066e7f4a4434c766f410281d	d8dbb9a0028f159e31ef778ac23f0f66b85c28aa6329d359da85e12da3543ded
0x00103c7c	snes_dispatch_00103c7c	dispatch-leaf	snesstation-v0.23-recovered	matching/candidates/hunt1000plus_v47.c	recovered-os-r5900	recovered-source-strict; identity=cdvd-getdir-wrapper; object-size=52; relocations=5	build/matching/hunt1000plus-v47-closure/app/hunt1000plus_v47.o	v47_cdvd_getdir	52	exact-next-boundary	MATCH	0	False	True		a985896027f03e450532cd30d5dfbfa8fb69f440066e7f4a4434c766f410281d	d8dbb9a0028f159e31ef778ac23f0f66b85c28aa6329d359da85e12da3543ded
0x00103cb0	snes_leaf_00103cb0	address-leaf	snesstation-v0.23-recovered	matching/candidates/hunt1000plus_v47.c	recovered-os-r5900	recovered-source-strict; identity=file-record-test; object-size=36; relocations=2	build/matching/hunt1000plus-v47-closure/app/hunt1000plus_v47.o	v47_record_is_file	36	exact-next-boundary	MATCH	0	False	True		a985896027f03e450532cd30d5dfbfa8fb69f440066e7f4a4434c766f410281d	d8dbb9a0028f159e31ef778ac23f0f66b85c28aa6329d359da85e12da3543ded
0x00103d90	snes_p12_00103d90	frontend-path	snesstation-v0.23-recovered	matching/candidates/hunt1000plus_v47.c	recovered-os-r5900	recovered-source-strict; identity=cdfs-path-builder; object-size=68; relocations=7	build/matching/hunt1000plus-v47-closure/app/hunt1000plus_v47.o	v47_cdfs_path	68	exact-next-boundary	MATCH	0	False	True		a985896027f03e450532cd30d5dfbfa8fb69f440066e7f4a4434c766f410281d	d8dbb9a0028f159e31ef778ac23f0f66b85c28aa6329d359da85e12da3543ded
0x001041c0	snes_leaf_001041c0	address-leaf	snesstation-v0.23-recovered	matching/candidates/hunt1000plus_v47.c	recovered-os-r5900	recovered-source-strict; identity=control-clear-leaf-copy; object-size=36; relocations=2	build/matching/hunt1000plus-v47-closure/app/hunt1000plus_v47.o	v47_leaf_control	36	terminal-control-flow-boundary	MATCH	0	False	True		a985896027f03e450532cd30d5dfbfa8fb69f440066e7f4a4434c766f410281d	d8dbb9a0028f159e31ef778ac23f0f66b85c28aa6329d359da85e12da3543ded
0x00104998	mtapInit_00104998	multitap	snesstation-v0.23-recovered	matching/candidates/hunt1000plus_v47.c	recovered-os-r5900	recovered-source-strict; identity=pad-stable-state-wait; object-size=88; relocations=1	build/matching/hunt1000plus-v47-closure/app/hunt1000plus_v47.o	v47_pad_wait	88	exact-next-boundary	MATCH	0	False	True		a985896027f03e450532cd30d5dfbfa8fb69f440066e7f4a4434c766f410281d	d8dbb9a0028f159e31ef778ac23f0f66b85c28aa6329d359da85e12da3543ded
0x001049f0	mtapPortOpen_001049f0	multitap	snesstation-v0.23-recovered	matching/candidates/hunt1000plus_v47.c	recovered-os-r5900	recovered-source-strict; identity=pad-main-mode-init; object-size=100; relocations=3	build/matching/hunt1000plus-v47-closure/app/hunt1000plus_v47.o	v47_pad_open	100	exact-next-boundary	MATCH	0	False	True		a985896027f03e450532cd30d5dfbfa8fb69f440066e7f4a4434c766f410281d	d8dbb9a0028f159e31ef778ac23f0f66b85c28aa6329d359da85e12da3543ded
0x00105718	snes_dispatch_00105718	dispatch-leaf	snesstation-v0.23-recovered	matching/candidates/hunt1000plus_v47.c	recovered-os-r5900	recovered-source-strict; identity=snapshot-path; object-size=56; relocations=5	build/matching/hunt1000plus-v47-closure/app/hunt1000plus_v47.o	v47_snapshot_path	56	exact-next-boundary	MATCH	0	False	True		a985896027f03e450532cd30d5dfbfa8fb69f440066e7f4a4434c766f410281d	d8dbb9a0028f159e31ef778ac23f0f66b85c28aa6329d359da85e12da3543ded
0x00105d30	snes_dispatch_00105d30	dispatch-leaf	snesstation-v0.23-recovered	matching/candidates/hunt1000plus_v47.c	recovered-os-r5900	recovered-source-strict; identity=conditional-sram-save; object-size=72; relocations=6	build/matching/hunt1000plus-v47-closure/app/hunt1000plus_v47.o	v47_save_sram	72	exact-next-boundary	MATCH	0	False	True		a985896027f03e450532cd30d5dfbfa8fb69f440066e7f4a4434c766f410281d	d8dbb9a0028f159e31ef778ac23f0f66b85c28aa6329d359da85e12da3543ded
0x00105e04	snes_dispatch_00105e04	dispatch-leaf	snesstation-v0.23-recovered	matching/candidates/hunt1000plus_v47.c	recovered-os-r5900	recovered-source-strict; identity=audio-shutdown; object-size=52; relocations=4	build/matching/hunt1000plus-v47-closure/app/hunt1000plus_v47.o	v47_audio_shutdown	52	terminal-control-flow-boundary	MATCH	0	False	True		a985896027f03e450532cd30d5dfbfa8fb69f440066e7f4a4434c766f410281d	d8dbb9a0028f159e31ef778ac23f0f66b85c28aa6329d359da85e12da3543ded
0x00106824	snes_p12_00106824	memory-card	snesstation-v0.23-recovered	matching/candidates/hunt1000plus_v47.c	recovered-os-r5900	recovered-source-strict; identity=memory-card-probe; object-size=120; relocations=6	build/matching/hunt1000plus-v47-closure/app/hunt1000plus_v47.o	v47_mc_probe	120	exact-next-boundary	MATCH	0	False	True		a985896027f03e450532cd30d5dfbfa8fb69f440066e7f4a4434c766f410281d	d8dbb9a0028f159e31ef778ac23f0f66b85c28aa6329d359da85e12da3543ded
0x001080cc	snes_qsort_001080cc	libc	newlib-1.10.0-ps2dev-bac0006c	build/upstream/PS2DEV-bac0006c/ps2toolchain/soft/newlib-1.10.0/newlib/libc/stdlib/qsort.c	newlib-1.10-os-size_t-int	historical-symbol-strict; object-size=2408; relocations=1	build/matching/hunt1000plus-v47-closure/newlib/qsort.o	qsort	2408	exact-next-boundary	MATCH	0	False	True		350080fd28f85d6e085434c9e8143e5ce15f0320c47ca3a800441cc99590daed	69fe9e7f2f624e15c7350f0577e9465b56425c2b568c6829b0256b2274d3f6da
0x00108a34	snes_rand_00108a34	libc	snesstation-v0.23-recovered	matching/candidates/hunt1000plus_v47.c	recovered-os-r5900	recovered-source-strict; identity=lcg-rand; object-size=104; relocations=4	build/matching/hunt1000plus-v47-closure/app/hunt1000plus_v47.o	v47_snes_rand	104	exact-next-boundary	MATCH	0	False	True		a985896027f03e450532cd30d5dfbfa8fb69f440066e7f4a4434c766f410281d	d8dbb9a0028f159e31ef778ac23f0f66b85c28aa6329d359da85e12da3543ded
