version	url	sha256	archive
1.42	https://www.lysator.liu.se/snes9x/1.42/snes9x-1.42-src.tar.gz	136c7c9bf826bf9dba91073aae14e4b315ab78e67eee189322dec2637e949ffb	/root/SNESstation-Decomp/build/upstream/snes9x-1.42-src.tar.gz
