address	end_address	manifest_next	name	historical_identity	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations	relocation_count	object_sha256	cache_key	target_gate	target_span_sha256
0x001833a4	0x001834f0	0x001834f0	snes_p13_write_record_001833a4	S9xSaveSPC7110RTC	frontend	snes9x-1.41-1-official-plus-snesstation-spc7110-ps2-io	build/upstream/hunt1000plus-v47-snes/source-1.41-1/snes9x-1.41-1-src/snes9x/spc7110.cpp	snes9x-1.41-1-os-short-ps2-fio-spc7110-rtc32	historical-symbol-strict; historical-identity=S9xSaveSPC7110RTC; io=fioOpen/fioWrite/fioClose; rtc-last-used=int32; record-bytes=24	build/matching/hunt1041-v74-spc7110-rtc/objects/spc7110.o	_Z17S9xSaveSPC7110RTCP10SPC7110RTC	332	exact-next-boundary	MATCH	0	False	True		14	b7d8e4a8a926eacc4031d0bbf16c0ae491f7c60fc4aded2fb9d5f368fe1713fd	a56829f4eedeccf87625252850ccdff017cc816614735ce0d740885e081ef1a1	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	9b2d2cd4b69daf19b42e337d4680d1a84cca6703bbfd5d5121a522df9eb772b5
0x001834f0	0x00183658	0x00183660	snes_p13_read_record_001834f0	S9xLoadSPC7110RTC	frontend	snes9x-1.41-1-official-plus-snesstation-spc7110-ps2-io	build/upstream/hunt1000plus-v47-snes/source-1.41-1/snes9x-1.41-1-src/snes9x/spc7110.cpp	snes9x-1.41-1-os-short-ps2-fio-spc7110-rtc32	historical-symbol-strict; historical-identity=S9xLoadSPC7110RTC; io=fioOpen/fioRead/fioClose; rtc-last-used=int32; record-bytes=24; following-empty-leaf=jr-ra/nop	build/matching/hunt1041-v74-spc7110-rtc/objects/spc7110.o	_Z17S9xLoadSPC7110RTCP10SPC7110RTC	360	terminal-control-flow-boundary	MATCH	0	False	True		14	b7d8e4a8a926eacc4031d0bbf16c0ae491f7c60fc4aded2fb9d5f368fe1713fd	a56829f4eedeccf87625252850ccdff017cc816614735ce0d740885e081ef1a1	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	f6722672e6d348d673fe96239e99cf1f1e70e2db435ad7dd5bdc966bd4c046f0
