address	end_address	manifest_next	name	historical_identity	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations	relocation_count	object_sha256	cache_key	promotion_scope	target_gate	target_span_sha256
0x0010b8a4	0x0010bbcc	0x0010bbcc	snes_p17_0010b8a4	C4TransfWireFrame	frontend-core	snes9x-1.41-1-official-plus-snesstation-c4-float-math	build/upstream/hunt1000plus-v47-snes/source-1.41-1/snes9x-1.41-1-src/snes9x/c4.cpp	snes9x-1.41-1-os-normal-double-ps2-c4-float-math-fno-builtin	historical-symbol-strict; C4 globals=float; math=cosf/sinf; double-abi=normal; builtin-folding=disabled	build/matching/hunt1041-v75-c4/objects/c4.o	C4TransfWireFrame	808	exact-next-boundary	MATCH	0	False	True		89	7e4c9f0dc58d7d4f4d6d6d56e9e91df6e0ca2989ad0fdf90fb0936df021e7f7e	b8738d18b02a3fed11eb6237aa8740f597af0fb44312633142ddf3f49930333e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	836a03bef39c640f2f73345444026688456ae3e64678907e41517fe9736efc3a
0x0010bbcc	0x0010becc	0x0010becc	snes_p17_0010bbcc	C4TransfWireFrame2	frontend-core	snes9x-1.41-1-official-plus-snesstation-c4-float-math	build/upstream/hunt1000plus-v47-snes/source-1.41-1/snes9x-1.41-1-src/snes9x/c4.cpp	snes9x-1.41-1-os-normal-double-ps2-c4-float-math-fno-builtin	historical-symbol-strict; C4 globals=float; math=cosf/sinf; double-abi=normal; builtin-folding=disabled	build/matching/hunt1041-v75-c4/objects/c4.o	C4TransfWireFrame2	768	exact-next-boundary	MATCH	0	False	True		88	7e4c9f0dc58d7d4f4d6d6d56e9e91df6e0ca2989ad0fdf90fb0936df021e7f7e	b8738d18b02a3fed11eb6237aa8740f597af0fb44312633142ddf3f49930333e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	979b7761e73d9bb38d98c8a2a7e092098a81f2d985c0b4634bc6895f3d6fba26
0x0010becc	0x0010c094	0x0010c094	snes_p17_0010becc	C4CalcWireFrame	frontend-core	snes9x-1.41-1-official-plus-snesstation-c4-float-math	build/upstream/hunt1000plus-v47-snes/source-1.41-1/snes9x-1.41-1-src/snes9x/c4.cpp	snes9x-1.41-1-os-normal-double-ps2-c4-float-math-fno-builtin	historical-symbol-strict; integer abs adapted to external fabsf; builtin-folding=disabled	build/matching/hunt1041-v75-c4/objects/c4.o	C4CalcWireFrame	456	exact-next-boundary	MATCH	0	False	True		35	7e4c9f0dc58d7d4f4d6d6d56e9e91df6e0ca2989ad0fdf90fb0936df021e7f7e	b8738d18b02a3fed11eb6237aa8740f597af0fb44312633142ddf3f49930333e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	fe5df2ee28aad2cb5f3098f332af85f7e08ba6eecb9c15b5fd60639425446f30
0x0010c094	0x0010c174	0x0010c1f8	snes_p16_0010c094	C4Op1F	frontend-core	snes9x-1.41-1-official-plus-snesstation-c4-float-math	build/upstream/hunt1000plus-v47-snes/source-1.41-1/snes9x-1.41-1-src/snes9x/c4.cpp	snes9x-1.41-1-os-normal-double-ps2-c4-float-math-fno-builtin	historical-symbol-strict; angle math=atanf; following exact C4Op15 companion pins the full gap	build/matching/hunt1041-v75-c4/objects/c4.o	C4Op1F	224	exact-object-symbol-boundary+exact-companion	MATCH	0	False	True		23	7e4c9f0dc58d7d4f4d6d6d56e9e91df6e0ca2989ad0fdf90fb0936df021e7f7e	b8738d18b02a3fed11eb6237aa8740f597af0fb44312633142ddf3f49930333e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	4f960ff15e772d288e9469159b2f9b27928aed85916794192aefb05980166bd9
0x0010c1f8	0x0010c300	0x0010c300	snes_p16_0010c1f8	C4Op0D	frontend-core	snes9x-1.41-1-official-plus-snesstation-c4-float-math	build/upstream/hunt1000plus-v47-snes/source-1.41-1/snes9x-1.41-1-src/snes9x/c4.cpp	snes9x-1.41-1-os-normal-double-ps2-c4-float-math-fno-builtin	historical-symbol-strict; corrected identity=C4Op0D; math=__builtin_sqrtf; C4 globals=float	build/matching/hunt1041-v75-c4/objects/c4.o	C4Op0D	264	exact-next-boundary	MATCH	0	False	True		24	7e4c9f0dc58d7d4f4d6d6d56e9e91df6e0ca2989ad0fdf90fb0936df021e7f7e	b8738d18b02a3fed11eb6237aa8740f597af0fb44312633142ddf3f49930333e	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	e7e60c411845301df556805b1d6d058698fd0d2aaaef6683690f9bbb581c9cf8
