address	end_address	manifest_next	name	historical_identity	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations	relocation_count	object_sha256	cache_key	promotion_scope	target_gate	target_span_sha256
0x0010cdcc	0x0010cfa4	0x0010cfa4	snes_p17_0010cdcc	C4DrawWireFrame	frontend-core	snes9x-1.41-1-official-plus-snesstation-ps2-packed-c4-access	build/upstream/hunt1000plus-v47-snes/source-1.41-1/snes9x-1.41-1-src/snes9x/c4emu.cpp	snes9x-1.41-1-os-normal-double-ps2-packed-readword-read3-mask-first-fno-builtin	historical-symbol-strict; packed 32-bit unaligned READ_3WORD masked to 24 bits; pointer barrier preserves the EE unaligned pair; declaring the mask before the loaded value reproduces the target allocation	build/matching/hunt1041-v77-c4draw/objects/c4emu.o	_Z15C4DrawWireFramev	472	exact-next-boundary	MATCH	0	False	True		15	3223f14c2b7b4be2835435404f369c0ed9766960b29977fd9255d3ff1633ec1a	8826ec3a96b02bf0080e52795ad870e2907fe7f8d8b341c58e47f83728a4a121	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	80ff14ccbe949105572ee52bb8f3cc4749586645b9965e3b030cd022c59ef77f
