address	name	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations	object_sha256	cache_key
0x00198ac0	adler32	zlib	pgen-403f1710	build/upstream/pgen-403f1710/zlib/adler32.c	pgen-os	historical-symbol-strict; commit=403f1710e5eacb7d04e5031e1cb0a40435ff9d33; historical-symbol-size=404; relocations=2	build/matching/hunt1000plus-v45-historical/adler32.o	adler32	404	historical-symbol+target-zero-gap:0x4	MATCH	0	False	True		49c54c58139c8b516e881682228f1225ca5c260223c43fa981deeef8abc64217	06a0ca32ba691f58fea6a25c742ae9dea4e38d2534f23ab180970e592fa13fb1
0x0019bad0	gsFont_GetCurrLineLength	gslib	pgen-libgs-a	build/upstream/pgen-403f1710/lib/gslib051/lib/libgs.a	prebuilt-archive	historical-symbol-strict; commit=403f1710e5eacb7d04e5031e1cb0a40435ff9d33; historical-symbol-size=148; relocations=2	build/matching/hunt1000plus-v45-historical/gsFont.o	_ZN6gsFont17GetCurrLineLengthEPKciRiS2_	148	historical-symbol+target-zero-gap:0x4	MATCH	0	False	True		b46af7f73882df67bd43837863190bb49eb3c61391b37344a474e8d4cfdfc6eb	bb3e45af0066eddb99ead6a2d94ffd15d60ba2da34cbf4243a78b4d2a1e16057
0x0019cf10	SifWriteBackDCache	libkernel	ps2dev-per-object	build/upstream/PS2DEV-bac0006c/ps2sdk/ee/kernel/src/kernel.S	hist-o2	historical-symbol-strict; commit=bac0006c6302edcf1bdae253799484497b4e5032; historical-symbol-size=172; relocations=0	build/matching/hunt1000plus-v45-historical/SifWriteBackDCache.o	SifWriteBackDCache	172	historical-symbol+target-zero-gap:0x4	MATCH	0	True	True		74a8bc8ee166ac65bdc5c72fd1ca6bf185bfc649a691b681182713d8859532c7	604c125a233e811fba25944a0f143ec1a4cb7cad7b4de19a025b93f08ca1a34d
0x0019f57c	SifGetSreg	sifcmd	ps2dev-per-object	build/upstream/PS2DEV-bac0006c/ps2sdk/ee/kernel/src/sifcmd.c	hist-os	historical-symbol-strict; commit=bac0006c6302edcf1bdae253799484497b4e5032; historical-symbol-size=24; relocations=2	build/matching/hunt1000plus-v45-historical/SifGetSreg.o	SifGetSreg	24	historical-symbol+target-zero-gap:0xc	MATCH	0	False	True		6d74750ca3ff1247817edf4cdc966cc10ad0d8ec5b7e2ac0ec05fd106f108fdc	c48b28be36ef94bf8916ab76d598cb0ec232b514f601c7df294f9d59b42e7f2d
