address	end_address	manifest_next	name	historical_identity	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations	relocation_count	object_sha256	cache_key	promotion_scope	target_gate	target_span_sha256
0x0010d2a8	0x0010d4f0	0x0010d4f0	snes_p16_0010d2a8	C4BitPlaneWave	frontend-core	snes9x-1.41-1-official-plus-snesstation-ps2-packed-c4-wave-access	build/upstream/hunt1000plus-v47-snes/source-1.41-1/snes9x-1.41-1-src/snes9x/c4emu.cpp	snes9x-1.41-1-os-normal-double-ps2-packed-wave-fixed-loads-local-t5-before-t4-fno-builtin	historical-symbol-strict; packed unaligned wave reads retain four distinct target load registers; the isolated compiler profile reproduces the target-proven local $t5-before-$t4 allocation tie-break	build/matching/hunt1041-v78-c4bit/objects/c4emu.o	_Z14C4BitPlaneWavev	584	exact-next-boundary	MATCH	0	False	True		18	193c82127e14fd16e4eb855ece318d5acff03ef307ef62b98a078fb2729dc6a6	37101adb26767a8c1a31f4eba0d2b96682e90723f15857c37e574e81f53cdec1	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	238f6f0603598494941793416566184c83843985afe3bd3913b0df34b83e4c00
