address	name	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations
0x00199aa8	gsPipe_setZTestEnable	gslib	pgen-libgs-a	lib/gslib051/lib/libgs.a	prebuilt-archive	403f1710e5eacb7d04e5031e1cb0a40435ff9d33	build/matching/progress58-hunt350/pgen-libgs-a/gsPipe.o	_ZN6gsPipe14setZTestEnableEi	212	object-layout-gap:0x4	MATCH	0	False	True	
0x0019cc0c	SifInitRpc	sifrpc	recovered-deep-fingerprint	src/ps2/sifrpc_recovered.c	deep-o2-noalignall		build/matching/progress58-hunt350/objects/recovered-deep-fingerprint__src_ps2_sifrpc_recovered.c__sifrpc_recovered.c__deep-o2-noalignall.o	SifInitRpc_0019cc0c	320	exact-next-boundary	MATCH	0	False	True	
