address	name	object_sha256	object	provenance	source
0x001308f8	snes_p13_gate_predicate_001308f8	e372a6ba575e3b2ed6d14b56814e988e0b2578500862262144279002578ca723	build/matching/hunt400v7/objects/snes9x-1.41/f5235fbaa42ed0d60fd5.o	snes9x-1.41-pinned-source	https://www.lysator.liu.se/snes9x/1.41/snes9x-1.41-src.tar.gz; sha256=f24e5761fd91078c124241e8631370a6bd182b8dde9661d24e9761898d1838f3; fxemu.cpp; profile=unzip-os-short
