address	name	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	first_differences	difference_words	raw_equal	normalized_equal	unknown_relocations
0x001a8b24	padInfoMode	libpad	p60-ps2dev-libpad-lineage	ps2sdk/ee/rpc/pad/src/libpad.c	p61-os	libpad-newpadman-8x2-loop-lenint-infomode-reversed	build/matching/progress61-source-lineage/objects/p60-ps2dev-libpad-lineage__libpad-newpadman-8x2-loop-lenint-infomode-reversed__libpad-newpadman-8x2-loop-lenint-infomode-reversed.c__p61-os.o	padInfoMode	252	exact-next-boundary	MATCH	0			False	True	
