address	name	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	first_differences	difference_words	raw_equal	normalized_equal	unknown_relocations
0x001a8484	padInit	libpad	ps2lib-pad-migration-20040415	ps2dev/ps2sdk@01d625018c3fde3044292446c910b8ea508adfdc:ee/rpc/pad/src/libpad.c	p68-os	ps2lib-2004-newpadman	build/matching/progress68-ps2lib-pad/objects/ps2lib-pad-migration-20040415__ps2lib-2004-newpadman__ps2lib-2004-newpadman.c__p68-os.o	padInit	400	exact-next-boundary	MATCH	0			False	True	
