address	end_address	manifest_next	name	historical_identity	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations	relocation_count	object_sha256	cache_key	promotion_scope	target_gate	target_span_sha256
0x0010c340	0x0010c6f8	0x0010c6f8	snes_p16_0010c340	C4ConvOAM	frontend-core	snes9x-1.41-1-readable-model-plus-target-authoritative-ee-assembly-reconstruction	matching/candidates/c4convoam_exact.S	byte-exact-ee-assembly-reconstruction-no-relocation-masks	historical-symbol-strict; readable Snes9x 1.41-1 C model retained; target-authoritative EE assembly reconstruction is explicitly labelled and compares raw-equal without relocation masking	build/matching/hunt1041-v79-c4conv/objects/c4convoam_exact.o	C4ConvOAM_candidate	952	exact-next-boundary	MATCH	0	True	True		0	010a55a741b9126d4c5f9aaf7c79d346246ae0ed47348a9f5c028bde07ee25ea	43abcb3d87b4b0cb8e1d7606b9c3d171005e97a219b88aec817d9cbd393e70a0	formal-manifest	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	b429d0a5da3bb161b7b8000da3e1d516a7c8e47f413c73b31e2891a5c3f2ec7a
