address	name	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations	object_sha256	cache_key
0x001056c0	snes_dispatch_001056c0	dispatch-leaf	ps2dev-bac0006c	build/upstream/PS2DEV-bac0006c/ps2sdk/ee/libgs/src/libgs.c	hist-tu-o2	anonymous-unique-strict-fingerprint; demangled=GsDrawSync; identity_candidates=1; object-size=32; relocations=1	build/matching/hunt1000plus-v46-closure/ps2dev/libgs.o	GsDrawSync	32	terminal-control-flow-boundary	MATCH	0	False	True		c9589266608bc82aeafce43d9cbda30425b8b8a4fede7f0e7a40170d7f4688f7	2398ddc9aaff216e6793d9fab40a2216488f018a482886170eeff689fa26a980
0x0010773c	snes_p11_0010773c	audio-rpc	pgen-403f1710	build/upstream/pgen-403f1710/lib/sjpcm_rpc.c	pgen-os	anchored-object-layout; demangled=SjPCM_Setvol; corridor=sjpcm-rpc; object-size=100; relocations=7	build/matching/hunt1000plus-v46-closure/pgen/sjpcm.o	SjPCM_Setvol	100	terminal-control-flow-boundary	MATCH	0	False	True		7525955c1de694b5306a51e59a46356d88df4e9bda47ec281a85f10e61b7d7e5	ee49b87593297d519a9919c909fd963b3afaafedc7ffdc1b7da60aa447480c75
0x001077f8	SjPCM_Quit_001077f8	audio-rpc	pgen-403f1710	build/upstream/pgen-403f1710/lib/sjpcm_rpc.c	pgen-os	anchored-object-layout; demangled=SjPCM_Init; corridor=sjpcm-rpc; object-size=256; relocations=19	build/matching/hunt1000plus-v46-closure/pgen/sjpcm.o	SjPCM_Init	256	exact-next-boundary	MATCH	0	False	True		7525955c1de694b5306a51e59a46356d88df4e9bda47ec281a85f10e61b7d7e5	ee49b87593297d519a9919c909fd963b3afaafedc7ffdc1b7da60aa447480c75
0x001078f8	SjPCM_Setvol_001078f8	audio-rpc	pgen-403f1710	build/upstream/pgen-403f1710/lib/sjpcm_rpc.c	pgen-os	anchored-object-layout; demangled=SjPCM_Enqueue; corridor=sjpcm-rpc; object-size=332; relocations=24	build/matching/hunt1000plus-v46-closure/pgen/sjpcm.o	SjPCM_Enqueue	332	terminal-control-flow-boundary	MATCH	0	False	True		7525955c1de694b5306a51e59a46356d88df4e9bda47ec281a85f10e61b7d7e5	ee49b87593297d519a9919c909fd963b3afaafedc7ffdc1b7da60aa447480c75
0x00107b1c	amigaModInit_00107b1c	audio-rpc	pgen-403f1710	build/upstream/pgen-403f1710/lib/sjpcm_rpc.c	pgen-os	anchored-object-layout; demangled=SjPCM_Quit; corridor=sjpcm-rpc; object-size=96; relocations=8	build/matching/hunt1000plus-v46-closure/pgen/sjpcm.o	SjPCM_Quit	96	exact-next-boundary	MATCH	0	False	True		7525955c1de694b5306a51e59a46356d88df4e9bda47ec281a85f10e61b7d7e5	ee49b87593297d519a9919c909fd963b3afaafedc7ffdc1b7da60aa447480c75
0x00107db4	amigaModSetVolume_00107db4	audio-rpc	pgen-403f1710	build/upstream/pgen-403f1710/lib/amigamod_rpc.c	pgen-os	anchored-object-layout; demangled=amigaModPause; corridor=amigamod-rpc; object-size=96; relocations=7	build/matching/hunt1000plus-v46-closure/pgen/amiga.o	amigaModPause	96	exact-next-boundary	MATCH	0	False	True		dc2f5328172b1c8324215aef488e6059ce371eec5089cb337af2b730da9ff818	3398449d1249907903d97b6c427c0ecbe392ad125e8ee0a19c1487ce7b1f881d
0x00107e14	amigaModGetPosition_00107e14	audio-rpc	pgen-403f1710	build/upstream/pgen-403f1710/lib/amigamod_rpc.c	pgen-os	anchored-object-layout; demangled=amigaModSetVolume; corridor=amigamod-rpc; object-size=108; relocations=8	build/matching/hunt1000plus-v46-closure/pgen/amiga.o	amigaModSetVolume	108	terminal-control-flow-boundary	MATCH	0	False	True		dc2f5328172b1c8324215aef488e6059ce371eec5089cb337af2b730da9ff818	3398449d1249907903d97b6c427c0ecbe392ad125e8ee0a19c1487ce7b1f881d
0x00107f18	amigaModQuit_00107f18	audio-rpc	pgen-403f1710	build/upstream/pgen-403f1710/lib/amigamod_rpc.c	pgen-os	historical-symbol-strict; demangled=amigaModQuit; object-size=108; relocations=8	build/matching/hunt1000plus-v46-closure/pgen/amiga.o	amigaModQuit	108	terminal-control-flow-boundary	MATCH	0	False	True		dc2f5328172b1c8324215aef488e6059ce371eec5089cb337af2b730da9ff818	3398449d1249907903d97b6c427c0ecbe392ad125e8ee0a19c1487ce7b1f881d
0x00108bfc	snes_p11_00108bfc	ps2-rpc	ps2dev-bac0006c	build/upstream/PS2DEV-bac0006c/ps2sdk/ee/rpc/multitap/src/libmtap.c	hist-tu-os	anchored-object-layout; demangled=mtapPortOpen; predecessor=mtapInit@0x00108a9c; object-size=116; relocations=8	build/matching/hunt1000plus-v46-closure/ps2dev/libmtap.o	mtapPortOpen	116	terminal-control-flow-boundary	MATCH	0	False	True		a3edd5319c7d4646f5f2d6478db4e5571dbf55690e1faae43653e7ae352c603e	1386e74f6e9d636dc1aecae016216ba24ddd83f77fa89b4d491be4592c9e4487
0x00108ce4	snes_p11_00108ce4	ps2-rpc	ps2dev-bac0006c	build/upstream/PS2DEV-bac0006c/ps2sdk/ee/rpc/multitap/src/libmtap.c	hist-tu-os	anchored-object-layout; demangled=mtapGetConnection; omitted-middle=mtapPortClose; object-size=116; relocations=8	build/matching/hunt1000plus-v46-closure/ps2dev/libmtap.o	mtapGetConnection	116	terminal-control-flow-boundary	MATCH	0	False	True		a3edd5319c7d4646f5f2d6478db4e5571dbf55690e1faae43653e7ae352c603e	1386e74f6e9d636dc1aecae016216ba24ddd83f77fa89b4d491be4592c9e4487
