address	name	area	provenance	source	profile	detail	object	object_symbol	object_symbol_size	object_offset	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations	object_sha256	cache_key	target_gate	target_span_sha256	target_sources
0x001000e0	snes_p17_001000e0	frontend-core	ps2sdk-694100b	build/upstream/ps2sdk-20040415/ee/startup/src/crt0.s	ps2lib-20040415-startup	historical-object-symbol-partition-strict; identities=_exit+_root; pieces=_exit[0x0:0x2c]+_root[0x0:0x8]; relocations=2; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/crt0.o	_exit+_root	44+8	0+0	52	exact-next-boundary	MATCH	0	False	True		00a06b6dda4bbc976df9e30276c01a2a17d9d38133daad482b20354f1ca39543	3a25083a2285e6859c69aaa7769ed069e9c00106d6521f0e05a7a4d60932d9b8	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	c3e5dd2ecd0465ee41dc8b7d76d39ee67cee71384dac69d5dadb16390a766832	build/SNES_EMU.unpacked.bin
0x00101e8c	snes_p20_00101e8c	frontend-core	snesstation-v0.23-recovered	src/ps2/progress11_frontend_recovered.c	os	recovered-source-strict; identity=gs-vsint-wait-and-buffer-swap; pieces=snes_p20_00101e8c[0x0:0x64]; relocations=6; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/recovered/objects/os/src_ps2_progress11_frontend_recovered.c-da6abe2ffa84247e.o	snes_p20_00101e8c	100	0	100	exact-next-boundary	MATCH	0	False	True		d7a4ed0e8ea4e189c53d5a11a01e434a777fae4ec405e1f7c26ead879f6c4a72	da6abe2ffa84247e06a64bd1dbb2cb27cb92405201ea1f024a170604164d0536	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	e752561e4ad2443cd4eb7fc90ef558d220fa1cccbe094ff0d01062d76bd12df7	build/SNES_EMU.unpacked.bin
0x00104e58	frontend_shutdown_00104e58	frontend-core	snesstation-v0.23-recovered	src/ps2/libmtap_recovered.c	os	recovered-source-strict; corrected-identity=frontend-shutdown; pieces=frontend_shutdown_00104e58[0x0:0x24]; relocations=5; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/recovered/objects/os/src_ps2_libmtap_recovered.c-c8744d8fbeb93e91.o	frontend_shutdown_00104e58	36	0	36	exact-next-boundary	MATCH	0	False	True		312d8163f938c8b0a05cf7b8939fad4787865e5060e3f5630d816ebb34b2ee07	c8744d8fbeb93e9102b1038721a5a93932d3d61b42acfad1e739c1ad8313b3b3	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	537c9718b80aa4981ec9f2d914af682e17655cdbc6e17541ef0eba7ce78d71fe	build/SNES_EMU.unpacked.bin
0x00106bcc	is_sram_extension_00106bcc	file-browser	snesstation-v0.23-recovered	src/ps2/audio_rpc_recovered.c	os	recovered-source-strict; corrected-identity=srm-extension-test; pieces=is_sram_extension_00106bcc[0x0:0x3c]; relocations=4; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/recovered/objects/os/src_ps2_audio_rpc_recovered.c-0055c24201c46756.o	is_sram_extension_00106bcc	60	0	60	exact-next-boundary	MATCH	0	False	True		eb9c6cc8114d51f13001f34a143848d542ef698eb2a441b758b78799af91dc6f	0055c24201c467560b58f312a3cd08796907c13b7c43f31725e8680fcb223472	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	9533efef09afbbcec8eb33b024aa2c44a08bdc0a6a46d338b765bbc6b27aae43	build/SNES_EMU.unpacked.bin
0x0011c050	snes_dispatch_0011c050	dispatch-leaf	snes9x-1.41-1-official	build/upstream/hunt1000plus-v46-snes/source/snes9x-1.41-1-src/snes9x/CPUOPS.CPP	snes9x-1.41-1-os-short	historical-symbol-tail-strict; historical-identity=OpD6M0; pieces=_Z6OpD6M0v[0xb0:0xec]; relocations=6; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/cpuops.o	_Z6OpD6M0v	236	176	60	terminal-control-flow-boundary	MATCH	0	False	True		d3c5c4c047d70b978eed3df7ceccf338ab855578d9164e58273acb22f595a84e	eb178d7851d8e3b9d4d2512f863006f2fefe2b9dd9cda8c40aae24c776b7e367	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	df72fc71cbbf1e35e3fb80c9697ab418e718f91e3b9475407dbd3d5b9b1bb4d0	build/SNES_EMU.unpacked.bin
0x0012bd48	snes_p16_0012bd48	snes-core-dsp	snes9x-1.41-1-official	build/upstream/hunt1000plus-v46-snes/source/snes9x-1.41-1-src/snes9x/DMA.CPP	snes9x-1.41-1-os-short-bgr555	historical-symbol-strict; historical-identity=REGISTER_2122@DMA; pieces=_Z13REGISTER_2122h[0x0:0x214]; relocations=34; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/dma.o	_Z13REGISTER_2122h	532	0	532	exact-next-boundary	MATCH	0	False	True		81d30265d56882df2485316b379d1eb67e1b913dc1e6b1c0dbfaa17e704f817d	51f8a53b7942009fb9871059e7fc1624eacc5c1dfe8530d52258be9dd906af4f	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	b6f6d33c2c930eed15a938f4cf28a230404ace5cafffeaee081c5f054114a67c	build/SNES_EMU.unpacked.bin
0x0013e014	snes_dispatch_0013e014	dispatch-leaf	snes9x-1.41-1-official	build/upstream/hunt1000plus-v46-snes/source/snes9x-1.41-1-src/snes9x/fxinst.cpp	snes9x-1.41-1-os-short	historical-symbol-slice-strict; historical-identity=fx_from_r6; pieces=_Z10fx_from_r6v[0x18:0x28]; relocations=0; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/fxinst.o	_Z10fx_from_r6v	152	24	16	exact-next-boundary	MATCH	0	True	True		4008462f514c154b4cbbf2c390c7b70c538e8b581e44c688c51eedad46f5b76c	a9329826801d8bb30c0670348cce033e409bfd34f9ff7951442168eaaa6f7587	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	af3b0bd25d5fdbde2a9fff32fb268da9bdb6fefcc701e65ab50ffd8512fe7c98	build/SNES_EMU.unpacked.bin
0x0013e024	snes_dispatch_0013e024	dispatch-leaf	snes9x-1.41-1-official	build/upstream/hunt1000plus-v46-snes/source/snes9x-1.41-1-src/snes9x/fxinst.cpp	snes9x-1.41-1-os-short	historical-symbol-tail-strict; historical-identity=fx_from_r6; pieces=_Z10fx_from_r6v[0x28:0x98]; relocations=0; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/fxinst.o	_Z10fx_from_r6v	152	40	112	terminal-control-flow-boundary	MATCH	0	True	True		4008462f514c154b4cbbf2c390c7b70c538e8b581e44c688c51eedad46f5b76c	a9329826801d8bb30c0670348cce033e409bfd34f9ff7951442168eaaa6f7587	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	f6d3306998fcf7dd70fa677f0c319335176fcf0b457821887480ea85472ef428	build/SNES_EMU.unpacked.bin
0x0013e3a8	snes_dispatch_0013e3a8	dispatch-leaf	snes9x-1.41-1-official	build/upstream/hunt1000plus-v46-snes/source/snes9x-1.41-1-src/snes9x/fxinst.cpp	snes9x-1.41-1-os-short	historical-symbol-tail-strict; historical-identity=fx_from_r12; pieces=_Z11fx_from_r12v[0x1c:0x98]; relocations=0; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/fxinst.o	_Z11fx_from_r12v	152	28	124	terminal-control-flow-boundary	MATCH	0	True	True		4008462f514c154b4cbbf2c390c7b70c538e8b581e44c688c51eedad46f5b76c	a9329826801d8bb30c0670348cce033e409bfd34f9ff7951442168eaaa6f7587	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	74f79699b79f99d8689290fe310a5f61276acd389cb1d1768e3e4f59346aed40	build/SNES_EMU.unpacked.bin
0x0013fc10	snes_dispatch_0013fc10	dispatch-leaf	snes9x-1.41-1-official	build/upstream/hunt1000plus-v46-snes/source/snes9x-1.41-1-src/snes9x/fxinst.cpp	snes9x-1.41-1-os-short	historical-symbol-closed-terminal-prefix-strict; historical-identity=fx_xor_i4; pieces=_Z9fx_xor_i4v[0x48:0x58]; relocations=0; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/fxinst.o	_Z9fx_xor_i4v	112	72	16	terminal-control-flow-boundary	MATCH	0	True	True		4008462f514c154b4cbbf2c390c7b70c538e8b581e44c688c51eedad46f5b76c	a9329826801d8bb30c0670348cce033e409bfd34f9ff7951442168eaaa6f7587	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	3a05c0b29a42221ca3b633cc7e740920c6106e02b9976e04727761b708f47de8	build/SNES_EMU.unpacked.bin
