address	name	area	provenance	source	profile	detail	object	object_symbol	object_symbol_size	object_offset	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations	object_sha256	cache_key	target_gate	target_span_sha256	target_sources
0x00140040	snes_dispatch_00140040	dispatch-leaf	snes9x-1.41-1-official	build/upstream/hunt1000plus-v46-snes/source/snes9x-1.41-1-src/snes9x/fxinst.cpp	snes9x-1.41-1-os-short	historical-symbol-tail-strict; historical-identity=fx_xor_i14; pieces=_Z10fx_xor_i14v[0x18:0x70]; relocations=0; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/fxinst.o	_Z10fx_xor_i14v	112	24	88	terminal-control-flow-boundary	MATCH	0	True	True		4008462f514c154b4cbbf2c390c7b70c538e8b581e44c688c51eedad46f5b76c	a9329826801d8bb30c0670348cce033e409bfd34f9ff7951442168eaaa6f7587	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	86e9c499eefd90db3799137a2b81bcbb3c1aa87d6f468a02bfd55862ab83e0ba	build/SNES_EMU.unpacked.bin
0x00140c30	snes_dispatch_00140c30	dispatch-leaf	snes9x-1.41-1-official	build/upstream/hunt1000plus-v46-snes/source/snes9x-1.41-1-src/snes9x/fxinst.cpp	snes9x-1.41-1-os-short	historical-symbol-tail-strict; historical-identity=fx_iwt_r0; pieces=_Z9fx_iwt_r0v[0x50:0x74]; relocations=1; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/fxinst.o	_Z9fx_iwt_r0v	116	80	36	terminal-control-flow-boundary	MATCH	0	False	True		4008462f514c154b4cbbf2c390c7b70c538e8b581e44c688c51eedad46f5b76c	a9329826801d8bb30c0670348cce033e409bfd34f9ff7951442168eaaa6f7587	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	d1df37662cd36f26316d001587d76f146ced0a7c70f32490b9087b1bf6034246	build/SNES_EMU.unpacked.bin
0x00142a78	tile_lookup_table_init	renderer	snes9x-1.41-1-official	build/upstream/hunt1000plus-v46-snes/source/snes9x-1.41-1-src/snes9x/GFX.CPP	snes9x-1.41-1-os-short-bgr555	historical-symbol-strict; corrected-identity=S9xGraphicsInit; pieces=S9xGraphicsInit[0x0:0x59c]; relocations=68; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/gfx.o	S9xGraphicsInit	1436	0	1436	terminal-control-flow-boundary	MATCH	0	False	True		de50f3b95337d879e481f7ae53e405621534088d894ab454f1aa1cb7e78b12d7	ff7cd04da2f4bf3ee1932c8d5167b0772400adb64049c2198bf535e3c1df7ff1	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	65e4cad2f6ee64877d52f870f6c674fb3fb60c85d27e5a2d1343de3748a33895	build/SNES_EMU.unpacked.bin
0x0014368c	S9xSetupOBJ	renderer	snes9x-1.41-1-official	build/upstream/hunt1000plus-v46-snes/source/snes9x-1.41-1-src/snes9x/GFX.CPP	snes9x-1.41-1-os-short-bgr555	historical-symbol-slice-strict; historical-identity=S9xSetupOBJ; pieces=_Z11S9xSetupOBJv[0x0:0xf4]; relocations=10; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/gfx.o	_Z11S9xSetupOBJv	332	0	244	exact-next-boundary	MATCH	0	False	True		de50f3b95337d879e481f7ae53e405621534088d894ab454f1aa1cb7e78b12d7	ff7cd04da2f4bf3ee1932c8d5167b0772400adb64049c2198bf535e3c1df7ff1	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	926946e29ed3d49aebd0a11c1e88db845c6376b53ad4bc3381af8e07ea72b925	build/SNES_EMU.unpacked.bin
0x00143780	renderer_4bpp_setup	renderer	snes9x-1.41-1-official	build/upstream/hunt1000plus-v46-snes/source/snes9x-1.41-1-src/snes9x/GFX.CPP	snes9x-1.41-1-os-short-bgr555	historical-symbol-slice-strict; historical-identity=S9xSetupOBJ; pieces=_Z11S9xSetupOBJv[0xf4:0x14c]; relocations=4; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/gfx.o	_Z11S9xSetupOBJv	332	244	88	exact-next-boundary	MATCH	0	False	True		de50f3b95337d879e481f7ae53e405621534088d894ab454f1aa1cb7e78b12d7	ff7cd04da2f4bf3ee1932c8d5167b0772400adb64049c2198bf535e3c1df7ff1	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	771c724f042a738a724b1c81081abe0e6a7a278e5d76f99511b4869298268b30	build/SNES_EMU.unpacked.bin
0x00144ad8	DrawBackgroundMode5	renderer	snes9x-1.41-1-official	build/upstream/hunt1000plus-v46-snes/source/snes9x-1.41-1-src/snes9x/GFX.CPP	snes9x-1.41-1-os-short-bgr555	historical-symbol-slice-strict; historical-identity=DrawBackgroundMode5; pieces=_Z19DrawBackgroundMode5jjhh[0x0:0x768]; relocations=72; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/gfx.o	_Z19DrawBackgroundMode5jjhh	2008	0	1896	exact-next-boundary	MATCH	0	False	True		de50f3b95337d879e481f7ae53e405621534088d894ab454f1aa1cb7e78b12d7	ff7cd04da2f4bf3ee1932c8d5167b0772400adb64049c2198bf535e3c1df7ff1	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	9c17ea336653b82e17c1ce712a39493e2b97cae0d262e45d8a0d88b502eafaea	build/SNES_EMU.unpacked.bin
0x00145240	renderer_cache_select	renderer	snes9x-1.41-1-official	build/upstream/hunt1000plus-v46-snes/source/snes9x-1.41-1-src/snes9x/GFX.CPP	snes9x-1.41-1-os-short-bgr555	historical-symbol-slice-strict; historical-identity=DrawBackgroundMode5; pieces=_Z19DrawBackgroundMode5jjhh[0x768:0x7d8]; relocations=3; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/gfx.o	_Z19DrawBackgroundMode5jjhh	2008	1896	112	exact-next-boundary	MATCH	0	False	True		de50f3b95337d879e481f7ae53e405621534088d894ab454f1aa1cb7e78b12d7	ff7cd04da2f4bf3ee1932c8d5167b0772400adb64049c2198bf535e3c1df7ff1	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	e9fdc404e3201ec635068b641c436f93e9ab404633c6f6fda3204d3914ee5278	build/SNES_EMU.unpacked.bin
0x0015d6d8	snes_p16_0015d6d8	memory-ppu	snes9x-1.41-1-official	build/upstream/hunt1000plus-v46-snes/source/snes9x-1.41-1-src/snes9x/ppu.cpp	snes9x-1.41-1-os-short-bgr555	historical-symbol-strict; historical-identity=REGISTER_2122@PPU; pixel-format=BGR555; pieces=_Z13REGISTER_2122h[0x0:0x214]; relocations=34; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/ppu-bgr555.o	_Z13REGISTER_2122h	532	0	532	exact-next-boundary	MATCH	0	False	True		cb102f4f0f7302962993962e88ab7673dfb947bee4c1088195f8a45fbe248fc5	f9c3fa70eae8bb5410403997f429e610d0aaa87067f133ef1fd8c45ba7fefa56	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	b6f6d33c2c930eed15a938f4cf28a230404ace5cafffeaee081c5f054114a67c	build/SNES_EMU.unpacked.bin
0x0017ec24	snes_leaf_0017ec24	address-leaf	snes9x-1.41-1-official	build/upstream/hunt1000plus-v46-snes/source/snes9x-1.41-1-src/snes9x/SPC700.CPP	snes9x-1.41-1-os-short	historical-symbol-tail-strict; historical-identity=Apu9F; pieces=_Z5Apu9Fv[0x10:0x38]; relocations=2; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/spc700.o	_Z5Apu9Fv	56	16	40	terminal-control-flow-boundary	MATCH	0	False	True		e31cfbac44531d3f4e493daf34ec57008f55e101fb500b3c5c8527f98af465c1	59d84f3f6f8412e9386f896a030fbecc7caf46296d411e91fcb67279c032690a	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	bb0c5cdeaac7d8811c5cef84b2f07e12462d87fc2cf965f0d32e3987973e3cfb	build/SNES_EMU.unpacked.bin
0x001b0790	gsDriver_getTexSizeFromInt	gslib	pgen-libgs-a	build/upstream/pgen-403f1710/lib/gslib051/lib/libgs.a	prebuilt-archive	historical-symbol-strict; historical-identity=gsDriver::getTexSizeFromInt; pieces=_ZN8gsDriver17getTexSizeFromIntEi[0x0:0x44]; relocations=0; formal-full-symbol-context=True	build/matching/hunt1041-v49-closure/historical/gsFont.o	_ZN8gsDriver17getTexSizeFromIntEi	68	0	68	terminal-control-flow-final-manifest	MATCH	0	True	True		b46af7f73882df67bd43837863190bb49eb3c61391b37344a474e8d4cfdfc6eb	27329b9b07472465f12151d5fbdb01180521ca59d37670eacf3da7416ed128ae	formal-unpacked-elf:739e058834564ba81c2d8fc61fd9977502e9714c7eaafdd3a4ce3ec546fad71b	db5ae99a6042b536917120f2e7cdf976bcc59464a227d4ebaf5cfc2e3b7ceecb	build/SNES_EMU.unpacked.bin
