address	name	area	provenance	source	profile	detail	object	object_symbol	object_size	boundary	result	differing_bytes	raw_equal	normalized_equal	unknown_relocations	object_sha256
0x0010a18c	snes_p13_color_blend_0010a18c	renderer	snes9x-1.42-official-lysator-source	https://www.lysator.liu.se/snes9x/1.42/snes9x-1.42-src.tar.gz; sha256=136c7c9bf826bf9dba91073aae14e4b315ab78e67eee189322dec2637e949ffb; 2xsai.cpp; profile=unzip-os-short; memory.h=compat-string.h	anonymous-strict-fingerprint	demangled=Bilinear(unsigned int, unsigned int, unsigned int); candidates=1; raw_sha256=9ec27dc432050965625a2cdb46fecf5e479f8411265c2603bba46c5a238a74ff	build/matching/hunt400v9/objects/snes9x-1.42/838bba34c8e1c940411d.o	_Z8Bilinearjjj	216	exact-next-boundary	MATCH	0	False	True		b21e90181435da320e0d9de43d3e0a6e36c085bd224ba71ea028ae131319ae32
0x0010a840	apu_buffer_allocator	audio	snes9x-1.42-official-lysator-source	https://www.lysator.liu.se/snes9x/1.42/snes9x-1.42-src.tar.gz; sha256=136c7c9bf826bf9dba91073aae14e4b315ab78e67eee189322dec2637e949ffb; apu.cpp; profile=unzip-os-short; memory.h=compat-string.h	anonymous-strict-fingerprint	demangled=S9xInitAPU; candidates=1; raw_sha256=7630fbc76914eb4021c10b64932984c0de56c14411c2d758558dd383d2033b6e	build/matching/hunt400v9/objects/snes9x-1.42/f0c2e67b2a7426c19157.o	S9xInitAPU	124	exact-next-boundary	MATCH	0	False	True		bb584c4408e6bcd43f0a9defaf1cfc1a52eaa5354aa9f15e4213e44135c156eb
0x0010b72c	snes_p13_apu_io_write_0010b72c	audio	snes9x-1.42-official-lysator-source	https://www.lysator.liu.se/snes9x/1.42/snes9x-1.42-src.tar.gz; sha256=136c7c9bf826bf9dba91073aae14e4b315ab78e67eee189322dec2637e949ffb; apu.cpp; profile=unzip-os-short; memory.h=compat-string.h	anonymous-strict-fingerprint	demangled=S9xSetAPUTimer; candidates=1; raw_sha256=401b680e57b40344d12efbc1dd5f61d882e558a0f42181529d8f53ec816d39f7	build/matching/hunt400v9/objects/snes9x-1.42/f0c2e67b2a7426c19157.o	S9xSetAPUTimer	204	exact-next-boundary	MATCH	0	False	True		bb584c4408e6bcd43f0a9defaf1cfc1a52eaa5354aa9f15e4213e44135c156eb
0x0012b9a4	snes_p13_record_ram_init_0012b9a4	core	snes9x-1.42-official-lysator-source	https://www.lysator.liu.se/snes9x/1.42/snes9x-1.42-src.tar.gz; sha256=136c7c9bf826bf9dba91073aae14e4b315ab78e67eee189322dec2637e949ffb; dma.cpp; profile=unzip-os-short; memory.h=compat-string.h	anonymous-strict-fingerprint	demangled=S9xResetDMA; candidates=1; raw_sha256=40d7def6580e0b791495a2799753425614cca0cd48930c7944ae53f0c22456df	build/matching/hunt400v9/objects/snes9x-1.42/48ef2e12b6c8994057fa.o	S9xResetDMA	184	exact-next-boundary	MATCH	0	False	True		038dfb7b5dc57d59496308b49ace4566be6c8822e8de23e7995ad798f4cea4cd
0x0012d79c	snes_p12_0012d79c	fixed-transform	snes9x-1.42-official-lysator-source	https://www.lysator.liu.se/snes9x/1.42/snes9x-1.42-src.tar.gz; sha256=136c7c9bf826bf9dba91073aae14e4b315ab78e67eee189322dec2637e949ffb; dsp1.cpp; profile=unzip-os-short; memory.h=compat-string.h	anonymous-strict-fingerprint	demangled=DSPOp0D(); candidates=6; raw_sha256=266840470a6e4ffe2ebf27388561e286d8d6ebd93157b0d76177ebaa7c7e561b	build/matching/hunt400v9/objects/snes9x-1.42/9c8ecf7dea6dbc29ae4f.o	_Z7DSPOp0Dv	192	exact-next-boundary	MATCH	0	False	True		385a550cf3a8fc8f8cb88846360e32e3c38d1ca5094e6166ba940fa67b86b3f1
0x0012d85c	snes_p12_0012d85c	fixed-transform	snes9x-1.42-official-lysator-source	https://www.lysator.liu.se/snes9x/1.42/snes9x-1.42-src.tar.gz; sha256=136c7c9bf826bf9dba91073aae14e4b315ab78e67eee189322dec2637e949ffb; dsp1.cpp; profile=unzip-os-short; memory.h=compat-string.h	anonymous-strict-fingerprint	demangled=DSPOp0D(); candidates=6; raw_sha256=266840470a6e4ffe2ebf27388561e286d8d6ebd93157b0d76177ebaa7c7e561b	build/matching/hunt400v9/objects/snes9x-1.42/9c8ecf7dea6dbc29ae4f.o	_Z7DSPOp0Dv	192	exact-next-boundary	MATCH	0	False	True		385a550cf3a8fc8f8cb88846360e32e3c38d1ca5094e6166ba940fa67b86b3f1
0x0012d91c	snes_p12_0012d91c	fixed-transform	snes9x-1.42-official-lysator-source	https://www.lysator.liu.se/snes9x/1.42/snes9x-1.42-src.tar.gz; sha256=136c7c9bf826bf9dba91073aae14e4b315ab78e67eee189322dec2637e949ffb; dsp1.cpp; profile=unzip-os-short; memory.h=compat-string.h	anonymous-strict-fingerprint	demangled=DSPOp0D(); candidates=6; raw_sha256=266840470a6e4ffe2ebf27388561e286d8d6ebd93157b0d76177ebaa7c7e561b	build/matching/hunt400v9/objects/snes9x-1.42/9c8ecf7dea6dbc29ae4f.o	_Z7DSPOp0Dv	192	exact-next-boundary	MATCH	0	False	True		385a550cf3a8fc8f8cb88846360e32e3c38d1ca5094e6166ba940fa67b86b3f1
0x0012d9dc	snes_p12_0012d9dc	fixed-transform	snes9x-1.42-official-lysator-source	https://www.lysator.liu.se/snes9x/1.42/snes9x-1.42-src.tar.gz; sha256=136c7c9bf826bf9dba91073aae14e4b315ab78e67eee189322dec2637e949ffb; dsp1.cpp; profile=unzip-os-short; memory.h=compat-string.h	anonymous-strict-fingerprint	demangled=DSPOp03(); candidates=6; raw_sha256=a024f8217d8ca6e1dc401179896f9a3d74572f648fc2041d45a84a6f63ca719d	build/matching/hunt400v9/objects/snes9x-1.42/9c8ecf7dea6dbc29ae4f.o	_Z7DSPOp03v	192	exact-next-boundary	MATCH	0	False	True		385a550cf3a8fc8f8cb88846360e32e3c38d1ca5094e6166ba940fa67b86b3f1
0x0012da9c	snes_p12_0012da9c	fixed-transform	snes9x-1.42-official-lysator-source	https://www.lysator.liu.se/snes9x/1.42/snes9x-1.42-src.tar.gz; sha256=136c7c9bf826bf9dba91073aae14e4b315ab78e67eee189322dec2637e949ffb; dsp1.cpp; profile=unzip-os-short; memory.h=compat-string.h	anonymous-strict-fingerprint	demangled=DSPOp03(); candidates=6; raw_sha256=a024f8217d8ca6e1dc401179896f9a3d74572f648fc2041d45a84a6f63ca719d	build/matching/hunt400v9/objects/snes9x-1.42/9c8ecf7dea6dbc29ae4f.o	_Z7DSPOp03v	192	exact-next-boundary	MATCH	0	False	True		385a550cf3a8fc8f8cb88846360e32e3c38d1ca5094e6166ba940fa67b86b3f1
0x0012db5c	snes_p12_0012db5c	fixed-transform	snes9x-1.42-official-lysator-source	https://www.lysator.liu.se/snes9x/1.42/snes9x-1.42-src.tar.gz; sha256=136c7c9bf826bf9dba91073aae14e4b315ab78e67eee189322dec2637e949ffb; dsp1.cpp; profile=unzip-os-short; memory.h=compat-string.h	anonymous-strict-fingerprint	demangled=DSPOp03(); candidates=6; raw_sha256=a024f8217d8ca6e1dc401179896f9a3d74572f648fc2041d45a84a6f63ca719d	build/matching/hunt400v9/objects/snes9x-1.42/9c8ecf7dea6dbc29ae4f.o	_Z7DSPOp03v	192	exact-next-boundary	MATCH	0	False	True		385a550cf3a8fc8f8cb88846360e32e3c38d1ca5094e6166ba940fa67b86b3f1
0x0012e2e0	snes_p11_0012e2e0	renderer	snes9x-1.42-official-lysator-source	https://www.lysator.liu.se/snes9x/1.42/snes9x-1.42-src.tar.gz; sha256=136c7c9bf826bf9dba91073aae14e4b315ab78e67eee189322dec2637e949ffb; dsp1.cpp; profile=unzip-os-short; memory.h=compat-string.h	anonymous-strict-fingerprint	demangled=DSP2_Op05(); candidates=1; raw_sha256=0ed1d8661460ee878d9ff5474368f267668381e770e7e2e0f77103026ced9c9b	build/matching/hunt400v9/objects/snes9x-1.42/9c8ecf7dea6dbc29ae4f.o	_Z9DSP2_Op05v	148	exact-next-boundary	MATCH	0	False	True		385a550cf3a8fc8f8cb88846360e32e3c38d1ca5094e6166ba940fa67b86b3f1
0x0012e374	snes_p13_bitplane_transpose_0012e374	ppu	snes9x-1.42-official-lysator-source	https://www.lysator.liu.se/snes9x/1.42/snes9x-1.42-src.tar.gz; sha256=136c7c9bf826bf9dba91073aae14e4b315ab78e67eee189322dec2637e949ffb; dsp1.cpp; profile=unzip-os-short; memory.h=compat-string.h	anonymous-strict-fingerprint	demangled=DSP2_Op01(); candidates=1; raw_sha256=f9c0b1232acfbe3d8e2beddb7135379eed70a6d49a37af526969d4f45f1a93b9	build/matching/hunt400v9/objects/snes9x-1.42/9c8ecf7dea6dbc29ae4f.o	_Z9DSP2_Op01v	500	exact-next-boundary	MATCH	0	False	True		385a550cf3a8fc8f8cb88846360e32e3c38d1ca5094e6166ba940fa67b86b3f1
0x00151360	snes_p11_00151360	memory	snes9x-1.42-official-lysator-source	https://www.lysator.liu.se/snes9x/1.42/snes9x-1.42-src.tar.gz; sha256=136c7c9bf826bf9dba91073aae14e4b315ab78e67eee189322dec2637e949ffb; memmap.cpp; profile=unzip-os-short; memory.h=compat-string.h	anonymous-strict-fingerprint	demangled=CMemory::FreeSDD1Data(); candidates=1; raw_sha256=88e87c3fe1f8a6f06a5b32951e3c233d587f7cf9697aa89fa227ce10a9b219f8	build/matching/hunt400v9/objects/snes9x-1.42/de50deaf343dbcb40765.o	_ZN7CMemory12FreeSDD1DataEv	92	exact-next-boundary	MATCH	0	False	True		93ddd3cb6d3f2f16de97ad63cb5537cd4af5d7d62a8616459cdd08cf3e7d3b99
